date,demand,loadShed,rainfall,apparent_temperature
2017-09-11,908,0,4.9,32
2017-09-12,979,0,18,30.8
2017-09-13,945,0,11.3,31.1
2017-09-14,901,0,0.9,32.2
2017-09-15,904,0,0.5,34.1
2017-09-16,919,0,10.8,34.8
2017-09-17,931,0,41.6,31.9
2017-09-18,935,0,13.4,31.5
2017-09-19,932,0,18.1,29.8
2017-09-20,947,0,8.4,30.4
2017-09-21,970,0,11.9,32
2017-09-22,894,0,1.6,33.9
2017-09-23,917,0,0.2,35
2017-09-24,982,0,3.7,35.1
2017-09-25,1026,0,7.9,34.2
2017-09-26,934,0,9.9,34
2017-09-27,917,0,12.6,33.7
2017-09-28,915,0,21.7,31.2
2017-09-29,840,0,18.2,30
2017-09-30,917,0,8.5,32.1
2017-10-01,921,0,3.3,33.9
2017-10-02,995,0,2,33.7
2017-10-03,1034,0,1.3,34.4
2017-10-04,966,0,2.9,35.5
2017-10-05,955,0,7.8,35.3
2017-10-06,835,0,11.9,32.2
2017-10-07,979,0,19.3,30.2
2017-10-08,935,0,21.5,29.5
2017-10-09,984,0,2.2,31
2017-10-10,1014,0,0,33.4
2017-10-11,838,0,0,33.9
2017-10-12,998,0,3.3,34.3
2017-10-13,,,1,33.5
2017-10-14,963,0,0,33.4
2017-10-15,985,0,0,34.2
2017-10-16,954,0,0.6,34.8
2017-10-17,940,0,4.5,34
2017-10-18,,,18.2,32.5
2017-10-19,878,0,10.7,31.8
2017-10-20,881,0,31.7,28.3
2017-10-21,547,0,51.9,27.2
2017-10-22,862,0,7.9,29.4
2017-10-23,937,0,0,30.4
2017-10-24,947,0,0,30.6
2017-10-25,899,0,0,31.4
2017-10-26,936,0,0,30.9
2017-10-27,852,0,0,28.7
2017-10-28,827,0,0,27.8
2017-10-29,851,0,11.1,27.1
2017-10-30,796,0,3.7,25.2
2017-10-31,851,0,6,27.2
2017-11-01,869,0,0.6,28.3
2017-11-02,884,0,0.8,29
2017-11-03,865,0,0,30.3
2017-11-04,939,0,0,30.8
2017-11-05,907,0,0,31.3
2017-11-06,912,0,0,30
2017-11-07,914,0,0,29
2017-11-08,968,0,0,28.2
2017-11-09,875,0,0,28.4
2017-11-10,857,0,0,28.3
2017-11-11,942,0,0,29.1
2017-11-12,962,0,0,29.4
2017-11-13,957,0,0,30.1
2017-11-14,987,0,0.1,31.3
2017-11-15,919,0,3.9,31.5
2017-11-16,1020,0,2,29
2017-11-17,866,0,1.3,29.7
2017-11-18,929,0,0,30
2017-11-19,989,0,0,30.5
2017-11-20,961,0,0,28.7
2017-11-21,910,0,0,26.8
2017-11-22,929,0,0,25
2017-11-23,894,0,0,23.8
2017-11-24,784,0,0,24.5
2017-11-25,873,0,0,24.2
2017-11-26,866,0,0,23.1
2017-11-27,846,0,0,22.9
2017-11-28,878,0,0,23.1
2017-11-29,813,0,0,22.7
2017-11-30,,,0,22.6
2017-12-01,764,0,0,22.5
2017-12-02,746,0,0,22
2017-12-03,781,0,0,20.9
2017-12-04,833,0,0,20.9
2017-12-05,926,0,0,20.7
2017-12-06,907,0,0,20.5
2017-12-07,800,0,0,22.4
2017-12-08,,,14.7,23.3
2017-12-09,866,0,15.7,26.7
2017-12-10,874,0,0.2,27.2
2017-12-11,892,0,3.6,27.1
2017-12-12,,,0.1,26.6
2017-12-13,911,0,0,25.1
2017-12-14,863,0,0,24.1
2017-12-15,804,0,0,22.5
2017-12-16,619,0,0,21.4
2017-12-17,828,0,0,21.6
2017-12-18,837,0,0,22.1
2017-12-19,848,0,0,22.6
2017-12-20,876,0,0,22.7
2017-12-21,859,0,0,22.7
2017-12-22,764,0,0,22.3
2017-12-23,860,0,0,22.2
2017-12-24,817,0,0,21.9
2017-12-25,848,0,0,21.8
2017-12-26,868,0,0,21.4
2017-12-27,,,0,22.3
2017-12-28,852,0,0,22.6
2017-12-29,708,0,0,22
2017-12-30,851,0,0,22.7
2017-12-31,796,0,3.2,23.1
