date,power_demand,load_shed,rainfall,mean_apparent_temperature
2020-01-01,1012,0,0,19.2
2020-01-02,995,0,0,21.4
2020-01-03,,,16.3,20.1
2020-01-04,863,0,2.6,19.9
2020-01-05,921,0,0,19
2020-01-06,1014,0,0,17.1
2020-01-07,1041,0,0,16.6
2020-01-08,1033,0,0,17.6
2020-01-09,1000,0,1.1,19.1
2020-01-10,914,0,0,18.9
2020-01-11,1024,0,0,15.6
2020-01-12,,,0,16.7
2020-01-13,1025,0,0,16.9
2020-01-14,1055,0,0,18.2
2020-01-15,1026,0,0,19.4
2020-01-16,1060,0,0,20.4
2020-01-17,975,0,0,21.6
2020-01-18,1059,0,0,22.6
2020-01-19,1056,0,0,22.4
2020-01-20,1061,0,0,20.5
2020-01-21,1075,0,0,17.9
2020-01-22,1064,0,0,18.6
2020-01-23,1053,0,0,19.8
2020-01-24,1007,0,0,19
2020-01-25,1053,0,0,16.2
2020-01-26,1056,0,0,16.8
2020-01-27,1074,0,0,17.7
2020-01-28,1066,0,0,18.7
2020-01-29,1029,0,1.4,20.6
2020-01-30,1036,0,0.9,21.5
2020-01-31,979,0,0,21
2020-02-01,1065,0,0,18.2
2020-02-02,1037,0,0,17.2
2020-02-03,1083,0,0,16
2020-02-04,1053,0,0,16.5
2020-02-05,1062,0,0,20
2020-02-06,1067,0,0,20.3
2020-02-07,958,0,0,19.9
2020-02-08,1056,0,0,19
2020-02-09,1056,0,0,20.1
2020-02-10,1046,0,0,18.3
2020-02-11,1061,0,0,18.1
2020-02-12,1079,0,0,18.5
2020-02-13,1034,0,0,19.1
2020-02-14,976,0,0,21.9
2020-02-15,1055,0,0,23
2020-02-16,1034,0,0,22.7
2020-02-17,1084,0,0,23.8
2020-02-18,1076,0,0,23.8
2020-02-19,1076,0,0,24.2
2020-02-20,1069,0,0,25
2020-02-21,950,0,0,25.1
2020-02-22,1072,0,0,24.7
2020-02-23,1099,0,0,25.8
2020-02-24,1060,0,0,26.3
2020-02-25,1060,0,0.7,23.9
2020-02-26,1077,0,5.4,22.9
2020-02-27,1059,0,0,23.5
2020-02-28,971,0,0,23.3
2020-02-29,1099,0,0,23.4
2020-03-01,1118,0,0,25.1
2020-03-02,1111,0,0,26.9
2020-03-03,1042,0,0,27.6
2020-03-04,1027,0,6.2,26.3
2020-03-05,1009,0,2.5,26.8
2020-03-06,1026,0,0.6,25.9
2020-03-07,1058,0,2.8,26.5
2020-03-08,1118,0,0.3,28.2
2020-03-09,1103,0,0,25.6
2020-03-10,1103,0,0,24.6
2020-03-11,1134,0,0,27.4
2020-03-12,1256,0,0,29.4
2020-03-13,1165,0,0,31.3
2020-03-14,1059,0,0,28.6
2020-03-15,1200,0,0,26.9
2020-03-16,1178,0,0,28.8
2020-03-17,1202,0,0,29.1
2020-03-18,1231,0,0,28.7
2020-03-19,1233,0,0,27.9
2020-03-20,1168,0,0,28.9
2020-03-21,1087,0,3.3,28
2020-03-22,1131,0,2,26.4
2020-03-23,1164,0,0,27.6
2020-03-24,1245,0,0.5,29.7
2020-03-25,1231,0,0,29.5
2020-03-26,1201,0,0,31.8
2020-03-27,1235,0,0,31.8
2020-03-28,1285,0,0,33.2
2020-03-29,,,0,31.7
2020-03-30,1241,0,0,30.9
2020-03-31,1221,0,0,31.5
2020-04-01,1310,0,0.2,32.1
2020-04-02,1335,0,0.7,33.9
2020-04-03,1206,0,7.2,34.2
2020-04-04,1323,0,0.6,34.5
2020-04-05,1255,0,2.9,33.8
2020-04-06,1289,0,0,32.8
2020-04-07,1350,0,0,32.2
2020-04-08,1306,0,0.5,33.2
2020-04-09,1311,0,0,33.6
2020-04-10,1348,0,0,33.4
2020-04-11,785,0,1,33.6
2020-04-12,1272,0,3.3,32.1
2020-04-13,1389,0,1.8,33.2
2020-04-14,1360,0,0.9,34.8
2020-04-15,1091,0,7,33.8
2020-04-16,1361,0,1.3,34.4
2020-04-17,1353,0,0,34.2
2020-04-18,1375,0,9.4,33.3
2020-04-19,1274,0,1,34
2020-04-20,1095,0,0.5,34.3
2020-04-21,1024,0,5.4,32
2020-04-22,1224,0,5,31.2
2020-04-23,710,0,23.9,30.8
2020-04-24,838,0,68.3,28.8
2020-04-25,1116,0,24.8,29.6
2020-04-26,972,0,12,29.4
2020-04-27,1170,0,20.4,29.1
2020-04-28,1048,0,14.3,29.4
2020-04-29,1106,0,9.4,29.7
2020-04-30,1091,0,16.8,30
2020-05-01,974,0,10.5,30.4
2020-05-02,1066,0,9.6,30.6
2020-05-03,1260,0,19.5,30.6
2020-05-04,1326,0,0,33.1
2020-05-05,1326,0,0.5,34.9
2020-05-06,1197,0,10.9,33.2
2020-05-07,787,0,1,34.2
2020-05-08,1292,0,0.2,34.1
2020-05-09,1222,0,1.7,35.8
2020-05-10,1302,0,0.1,36.5
2020-05-11,1431,0,0.1,36.1
2020-05-12,1514,0,0,36.1
2020-05-13,1457,0,0.1,35.4
2020-05-14,1465,0,0,34.8
2020-05-15,1384,0,0.6,35.4
2020-05-16,1539,0,0,36
2020-05-17,1588,0,0.6,36.4
2020-05-18,1572,0,0,35.4
2020-05-19,1271,0,3.6,34.1
2020-05-20,157,0,21.7,29
2020-05-21,494,0,3.4,28.2
2020-05-22,891,0,0.2,33.1
2020-05-23,1084,0,0,34.9
2020-05-24,1089,0,0.1,33.6
2020-05-25,1133,0,0,32.9
2020-05-26,936,0,0,31.9
2020-05-27,736,0,0.1,33.1
2020-05-28,999,0,4.1,32.7
2020-05-29,1155,0,17.8,32.6
2020-05-30,943,0,12.3,33.6
2020-05-31,1301,0,5.8,34.8
2020-06-01,1184,0,0.8,35.1
2020-06-02,1107,0,8.3,34.6
2020-06-03,1426,0,30.9,34.1
2020-06-04,1088,0,12.9,34.8
2020-06-05,1336,0,8.3,34.4
2020-06-06,1321,0,4.5,35.3
2020-06-07,1440,0,3.2,36.1
2020-06-08,1425,0,4.3,36
2020-06-09,1481,0,0.6,36.8
2020-06-10,1447,0,12.5,34.7
2020-06-11,1469,0,7.6,33
2020-06-12,1252,0,11.6,32.6
2020-06-13,1398,0,6.4,33.1
2020-06-14,1467,0,12.8,33.2
2020-06-15,1487,0,14,33.6
2020-06-16,1466,0,12.5,32.9
2020-06-17,1272,0,32.2,31.5
2020-06-18,1324,0,13.6,32.3
2020-06-19,1370,0,5.6,33.7
2020-06-20,1456,0,3.9,33.1
2020-06-21,1389,0,9.8,32.7
2020-06-22,1469,0,3.9,33.3
2020-06-23,1431,0,5.7,34.1
2020-06-24,1506,0,1.5,35.5
2020-06-25,1518,0,0.3,35.1
2020-06-26,1424,0,2.2,34.4
2020-06-27,1366,0,12,33.9
2020-06-28,1232,0,18.1,34
2020-06-29,1329,0,20.8,33.1
2020-06-30,1447,0,3.8,35.1
2020-07-01,1533,0,2.3,35.3
2020-07-02,1517,0,0.5,35.6
2020-07-03,1494,0,0.9,35.6
2020-07-04,1401,0,5.1,34
2020-07-05,1422,0,10.3,32.8
2020-07-06,1442,0,6.1,33.2
2020-07-07,1495,0,4.7,33.8
2020-07-08,1459,0,21.9,34.1
2020-07-09,1423,0,12.5,33.6
2020-07-10,1444,0,3.4,33.6
2020-07-11,1195,0,8.8,33.6
2020-07-12,1324,0,24,33.8
2020-07-13,1392,0,10.1,34.2
2020-07-14,1475,0,9.3,33.1
2020-07-15,1457,0,4.5,33.5
2020-07-16,1509,0,1.7,33.7
2020-07-17,1462,0,1.3,34.4
2020-07-18,1503,0,3.3,34.1
2020-07-19,1486,0,7,34
2020-07-20,,,13.3,33.7
2020-07-21,1307,0,27.9,33.1
2020-07-22,1411,0,37.3,32.9
2020-07-23,1443,0,85.6,32.9
2020-07-24,1367,0,7.3,33.1
2020-07-25,1565,0,0.4,34.4
2020-07-26,1573,0,1.3,36.3
2020-07-27,1463,0,8.2,36
2020-07-28,1439,0,14.5,34.6
2020-07-29,1506,0,5.7,33.8
2020-07-30,1506,0,0.9,35.1
2020-07-31,1506,0,1.5,35.7
2020-08-01,1493,0,2.6,36.5
2020-08-02,1489,0,1.1,37.1
2020-08-03,1561,0,5.6,37.9
2020-08-04,1402,0,80.7,33.6
2020-08-05,1323,0,3.9,32.2
2020-08-06,1437,0,19.7,32.9
2020-08-07,1459,0,2.3,34
2020-08-08,1558,0,1.8,34.3
2020-08-09,1522,0,2.2,34
2020-08-10,1530,0,1.6,34.2
2020-08-11,1552,0,3.1,34.7
2020-08-12,1540,0,1.6,34.4
2020-08-13,1545,0,1.4,34.1
2020-08-14,1475,0,1.8,33.6
2020-08-15,1445,0,4.1,32.4
2020-08-16,1444,0,2.2,33.1
2020-08-17,1454,0,7.9,32.5
2020-08-18,1468,0,9.3,33.2
2020-08-19,1366,0,18.1,31
2020-08-20,1357,0,35.6,30
2020-08-21,1251,0,14.8,30.6
2020-08-22,1424,0,27.5,31.6
2020-08-23,1429,0,13.4,32.8
2020-08-24,1510,0,10.2,33.5
2020-08-25,1409,0,11.7,32.5
2020-08-26,1353,0,4.2,30.7
2020-08-27,1378,0,6.3,31.9
2020-08-28,1412,0,1.9,33.9
2020-08-29,1525,0,0.7,35.1
2020-08-30,1526,0,2.4,35.9
2020-08-31,1490,0,3.4,36.3
2020-09-01,1369,0,42.7,33.6
2020-09-02,1489,0,21.1,32.8
2020-09-03,1504,0,0.3,34.1
2020-09-04,1513,0,0,35.1
2020-09-05,1579,0,0.9,34.9
2020-09-06,1516,0,1.2,34.8
2020-09-07,1458,0,0.7,35.4
2020-09-08,1507,0,5.8,35.6
2020-09-09,1557,0,6.7,35.4
2020-09-10,1512,0,11.6,34
2020-09-11,1432,0,1.9,34.3
2020-09-12,1547,0,3.7,34.8
2020-09-13,1527,0,1,35.4
2020-09-14,1528,0,7.2,34.1
2020-09-15,1461,0,7,33.8
2020-09-16,1491,0,4,34.3
2020-09-17,1462,0,1.8,35.4
2020-09-18,1463,0,3.9,36.7
2020-09-19,1553,0,0.1,37.2
2020-09-20,1534,0,2.5,36.1
2020-09-21,1372,0,8.6,32
2020-09-22,1423,0,12,32.7
2020-09-23,1382,0,16.1,32.2
2020-09-24,1407,0,13.7,32.6
2020-09-25,1302,0,8.9,32.5
2020-09-26,1350,0,13.3,32
2020-09-27,1439,0,6,33.4
2020-09-28,1516,0,1.1,34.8
