date,power_demand,load_shed,rainfall,mean_apparent_temperature
2016-01-01,527,0,0,20.2
2016-01-02,549,0,0,19.2
2016-01-03,547,0,0,19.4
2016-01-04,540,0,0,19.5
2016-01-05,555,0,0,18.6
2016-01-06,555,0,0,18.4
2016-01-07,560,0,0,19.6
2016-01-08,538,0,0,20
2016-01-09,565,0,1.5,21.2
2016-01-10,520,0,0,20.8
2016-01-11,544,0,0,18.6
2016-01-12,561,0,0,17.2
2016-01-13,572,0,0,17.8
2016-01-14,568,0,0,17.5
2016-01-15,549,0,0,17.7
2016-01-16,449,0,0.1,18.6
2016-01-17,552,0,0,17.4
2016-01-18,549,0,0,17.3
2016-01-19,531,0,0,18.9
2016-01-20,551,0,1.9,19.6
2016-01-21,574,0,0.3,18.6
2016-01-22,539,0,0,16.8
2016-01-23,575,0,0,16
2016-01-24,553,0,0,15.1
2016-01-25,563,0,0,15.3
2016-01-26,576,0,0,15.5
2016-01-27,558,0,0,16.2
2016-01-28,538,0,0,19.6
2016-01-29,545,0,0,18.6
2016-01-30,578,0,0,19
2016-01-31,569,0,0.5,21.3
2016-02-01,585,0,0.5,22.4
2016-02-02,560,0,0.3,22.9
2016-02-03,567,0,0.2,23
2016-02-04,573,0,0,21.8
2016-02-05,561,0,0,18.7
2016-02-06,585,0,0,18.3
2016-02-07,599,0,0,20.4
2016-02-08,578,0,0,20.8
2016-02-09,605,0,0.6,22.5
2016-02-10,579,0,0.1,23.5
2016-02-11,545,0,0,22.8
2016-02-12,556,0,9.1,24.3
2016-02-13,551,0,0.5,25.7
2016-02-14,591,0,0.3,26.1
2016-02-15,589,0,0,27.1
2016-02-16,613,0,0,27.1
2016-02-17,623,0,0,27.5
2016-02-18,620,0,0,27.7
2016-02-19,618,0,0,28.8
2016-02-20,637,0,0,29.2
2016-02-21,602,0,0.3,30
2016-02-22,628,0,0.6,30
2016-02-23,495,0,6.2,28.8
2016-02-24,514,0,24.6,26.1
2016-02-25,594,0,3.4,25.7
2016-02-26,563,0,0,25.5
2016-02-27,653,0,0.3,26.8
2016-02-28,622,0,0,26.9
2016-02-29,609,0,0,25.4
2016-03-01,634,0,0,25.8
2016-03-02,631,0,0,27
2016-03-03,631,0,0,27.6
2016-03-04,625,0,0,28.2
2016-03-05,662,0,0,29.4
2016-03-06,586,0,1.5,30.4
2016-03-07,553,0,0,29.5
2016-03-08,644,0,0.4,28.8
2016-03-09,618,0,0.3,30.2
2016-03-10,592,0,0.2,31.5
2016-03-11,679,0,1.1,31.8
2016-03-12,640,0,0.5,31.5
2016-03-13,653,29,0,31.1
2016-03-14,624,0,0,28.6
2016-03-15,610,55,0,28.3
2016-03-16,595,0,1.3,28.9
2016-03-17,632,0,1.1,29.1
2016-03-18,635,0,0,27.1
2016-03-19,644,0,12.6,30.1
2016-03-20,638,0,7.8,28.2
2016-03-21,468,0,8.4,29.3
2016-03-22,585,24,1.1,31.6
2016-03-23,708,0,0.2,31
2016-03-24,660,17,0,29.7
2016-03-25,666,0,0,28.8
2016-03-26,720,0,0,30.1
2016-03-27,710,0,0,30.4
2016-03-28,504,0,21.6,29.6
2016-03-29,483,0,5.3,29.1
2016-03-30,648,0,21.1,29.2
2016-03-31,357,0,35.3,26.7
2016-04-01,529,0,44.7,25.4
2016-04-02,586,0,9.2,26.8
2016-04-03,621,0,11.4,28.7
2016-04-04,610,0,14.9,30.4
2016-04-05,598,0,20.1,30.9
2016-04-06,664,0,0.1,32.4
2016-04-07,726,0,0,33
2016-04-08,679,0,0.1,33.9
2016-04-09,676,0,0,33.7
2016-04-10,708,0,0,33.4
2016-04-11,666,0,0,34
2016-04-12,690,26,0,34.4
2016-04-13,651,23,0,34.2
2016-04-14,710,0,2,33.4
2016-04-15,686,0,3.2,33.2
2016-04-16,654,0,15.6,32
2016-04-17,590,0,10.8,32.9
2016-04-18,674,0,1.4,32.9
2016-04-19,675,26,3.2,33.4
2016-04-20,700,35,0,32.7
2016-04-21,690,47,0,32.1
2016-04-22,703,0,1.2,33.1
2016-04-23,603,0,0.7,33.2
2016-04-24,660,68,3.8,35
2016-04-25,675,62,8.5,33.6
2016-04-26,630,64,1,34.2
2016-04-27,658,54,0.3,34.1
2016-04-28,638,27,0.3,34.6
2016-04-29,640,19,0,35.4
2016-04-30,670,69,0,35.6
2016-05-01,570,0,15.7,33.8
2016-05-02,280,0,40.6,28.7
2016-05-03,565,35,23.8,29.6
2016-05-04,665,0,16,30.7
2016-05-05,650,0,5.4,32.6
2016-05-06,509,0,1.2,33.7
2016-05-07,549,0,1,33.8
2016-05-08,692,0,0.3,34
2016-05-09,677,0,0.5,35.2
2016-05-10,670,22,0,35
2016-05-11,650,20,0,36
2016-05-12,375,0,0.9,35.9
2016-05-13,397,0,14.6,32.4
2016-05-14,597,0,6.6,33.9
2016-05-15,623,0,0,34.2
2016-05-16,640,27,1.4,33.9
2016-05-17,640,32,1.3,34.3
2016-05-18,628,12,19.8,33
2016-05-19,590,26,25.6,30.8
2016-05-20,588,0,30.5,29.3
2016-05-21,164,0,48.6,27
2016-05-22,570,0,1.6,31.7
2016-05-23,576,0,1.6,33.6
2016-05-24,617,0,3.9,34.9
2016-05-25,523,0,20.6,33.4
2016-05-26,578,0,9.3,33.7
2016-05-27,732,0,9.2,33.4
2016-05-28,647,0,16.8,33.6
2016-05-29,570,0,17.2,33.8
2016-05-30,644,0,3.5,35
2016-05-31,679,0,15.6,34.6
2016-06-01,658,16,1.9,34.5
2016-06-02,665,15,2.5,34.2
2016-06-03,710,14,0.8,34.6
2016-06-04,658,24,1.5,34.6
2016-06-05,666,0,5.1,34.7
2016-06-06,712,18,5.8,32.9
2016-06-07,734,0,12.1,31.7
2016-06-08,715,17,9.8,31.8
2016-06-09,699,0,25.9,30.6
2016-06-10,704,0,5.3,34
2016-06-11,654,0,6.5,31.5
2016-06-12,707,0,34.5,31.7
2016-06-13,669,0,23.7,31.5
2016-06-14,628,0,10.8,32
2016-06-15,665,0,15.3,31.7
2016-06-16,707,0,10.9,32.1
2016-06-17,727,0,12.7,32.9
2016-06-18,704,20,2.4,32
2016-06-19,730,0,4.3,32.3
2016-06-20,693,10,0,33.5
2016-06-21,780,74,2.9,33.6
2016-06-22,675,22,13.1,33.2
2016-06-23,758,0,5.7,34.1
2016-06-24,723,0,5.8,34.1
2016-06-25,706,0,0,34
2016-06-26,638,25,3.5,34.6
2016-06-27,710,20,0.2,34.4
2016-06-28,,,0.3,34.8
2016-06-29,753,0,0.1,35.5
2016-06-30,705,0,0.8,34.8
2016-07-01,747,0,15.6,32.8
2016-07-02,780,0,7.3,31.3
2016-07-03,716,0,27.4,30.6
2016-07-04,755,0,21.4,30.7
2016-07-05,729,0,15.1,31.4
2016-07-06,725,0,20.9,30.8
2016-07-07,698,0,0.6,33.7
2016-07-08,741,0,10.8,34
2016-07-09,746,0,3.9,32.5
2016-07-10,737,0,3.4,31.9
2016-07-11,734,0,5.5,31.7
2016-07-12,719,0,4.4,32.3
2016-07-13,657,0,3.8,32.3
2016-07-14,760,0,0.6,33.7
2016-07-15,741,0,12.8,31.9
2016-07-16,655,0,41.1,30.4
2016-07-17,725,0,20.3,30.4
2016-07-18,700,0,9.2,31.3
2016-07-19,705,0,28.1,31.5
2016-07-20,705,0,19.7,32.5
2016-07-21,667,0,1.5,32.1
2016-07-22,708,0,4.6,30.8
2016-07-23,652,0,14.6,31.1
2016-07-24,706,0,9.3,30.4
2016-07-25,683,0,11.9,29.7
2016-07-26,685,20,5.6,31.4
2016-07-27,713,0,0.2,33
2016-07-28,741,0,10.5,34.2
2016-07-29,693,0,9.1,34
2016-07-30,727,0,13,34.3
2016-07-31,608,27,20.6,34.7
2016-08-01,683,0,4.4,33.3
