date,power_demand,load_shed,rainfall,mean_temperature,relativehumidity_2m,windspeed_100m,daytime_length
2021-01-01,535,0,0,17.2,0,0,10.566666666666666
2021-01-02,597,0,0,17,69.04166666666667,10.429166666666665,10.583333333333334
2021-01-03,583,0,0,17.5,70.29166666666667,9.2875,10.566666666666666
2021-01-04,598,0,0,18.6,68.41666666666667,11.391666666666671,10.583333333333334
2021-01-05,574,0,0,19.1,63.333333333333336,12.095833333333333,10.6
2021-01-06,577,0,0,19.7,64.83333333333333,8.904166666666665,10.6
2021-01-07,585,0,0,19.9,70.25,5.725000000000001,10.616666666666667
2021-01-08,557,0,0,20.2,77.33333333333333,7.012499999999999,10.616666666666667
2021-01-09,579,0,0,20,75,9.845833333333335,10.633333333333333
2021-01-10,589,0,0,19.8,71.83333333333333,8.775,10.633333333333333
2021-01-11,576,0,0.2,19.7,74.75,9.016666666666667,10.65
2021-01-12,604,0,0,18.8,78.5,9.316666666666666,10.666666666666666
2021-01-13,639,0,0,17.5,76.375,9.241666666666669,10.666666666666666
2021-01-14,635,0,0,16.2,63.583333333333336,7.845833333333335,10.683333333333334
2021-01-15,583,0,0,17.1,73.75,6.699999999999999,10.7
2021-01-16,634,0,0,17.1,72.16666666666667,9.137500000000001,10.716666666666667
2021-01-17,657,0,0,17.6,68.5,9.958333333333332,10.75
2021-01-18,671,0,0,18.5,72.79166666666667,12.383333333333335,10.75
2021-01-19,664,0,0.5,18.9,75.25,11.033333333333333,10.766666666666667
2021-01-20,666,0,0,18.8,74.79166666666667,9.420833333333334,10.783333333333333
2021-01-21,680,0,0.1,17.5,76.66666666666667,11.541666666666666,10.8
2021-01-22,631,0,0,17.2,76.95833333333333,9.879166666666666,10.8
2021-01-23,695,0,0,17.4,75.41666666666667,12.608333333333329,10.833333333333334
2021-01-24,675,0,0,18,72.45833333333333,8.804166666666667,10.85
2021-01-25,702,0,0,17.3,70.25,9.916666666666664,10.866666666666667
2021-01-26,706,0,0,16.2,73.25,9.245833333333334,10.883333333333333
2021-01-27,710,0,0,16.1,73.875,10.295833333333334,10.9
2021-01-28,705,0,0,16.6,72.625,12.708333333333336,10.916666666666666
2021-01-29,677,0,0,17.3,74.375,11.416666666666666,10.95
2021-01-30,673,0,0,17,72.625,13.85,10.95
2021-01-31,722,0,0,15.9,68.625,16.983333333333338,10.966666666666667
2021-02-01,679,0,0,16,65.33333333333333,9.82916666666667,11
2021-02-02,688,0,0,16.8,69.125,12.454166666666671,11.016666666666667
2021-02-03,699,0,0,17.7,68.125,10.716666666666667,11.033333333333333
2021-02-04,611,0,0,18.6,66.20833333333333,9.90416666666667,11.05
2021-02-05,635,0,0,19.3,65.79166666666667,9,11.083333333333334
2021-02-06,654,0,0.5,19,66.79166666666667,10.379166666666668,11.116666666666667
2021-02-07,675,0,0,18.4,64.70833333333333,13.562499999999998,11.116666666666667
2021-02-08,681,0,0,18.2,63.875,13.058333333333332,11.15
2021-02-09,696,0,0,18.5,62.208333333333336,14.633333333333331,11.166666666666666
2021-02-10,671,0,0,18.9,64.91666666666667,10.75,11.183333333333334
2021-02-11,658,0,0,19.3,66.125,8.470833333333333,11.216666666666667
2021-02-12,604,0,0,19.8,66.79166666666667,6.229166666666667,11.233333333333333
2021-02-13,647,0,0,20.6,66.91666666666667,6.6625000000000005,11.25
2021-02-14,648,0,0,21.1,63.75,8.683333333333335,11.283333333333333
2021-02-15,654,0,0,21,63.541666666666664,11.670833333333334,11.316666666666666
2021-02-16,670,0,0,20.4,57.583333333333336,12.174999999999999,11.316666666666666
2021-02-17,656,0,0.2,21.6,62.125,9.083333333333334,11.35
