date,demand,loadShed,rainfall,apparent_temperature
2020-10-11,4332,0,2.2,36.5
2020-10-12,4291,0,3,35.8
2020-10-13,4261,0,1.9,36
2020-10-14,4114,0,4,36
2020-10-15,4285,0,0,35.5
2020-10-16,3665,0,0.2,35.5
2020-10-17,4203,0,0,35.1
2020-10-18,4227,0,0.7,33.7
2020-10-19,4222,0,5,34.5
2020-10-20,4226,0,0.8,34.6
2020-10-21,4061,0,7.8,32.8
2020-10-22,3647,0,32.2,29.9
2020-10-23,2802,0,88.2,27.7
2020-10-24,3509,0,0.4,29.5
2020-10-25,3771,0,0.7,31.2
2020-10-26,3697,0,0.1,32
2020-10-27,3946,0,0,30.7
2020-10-28,3966,0,0,30.8
2020-10-29,4220,0,0,32.3
2020-10-30,3549,0,0,33.4
2020-10-31,3971,0,7.4,31.6
2020-11-01,3792,0,5,30.4
2020-11-02,4000,0,1.3,30.5
2020-11-03,4013,0,2.1,31.2
2020-11-04,3697,0,0.1,29.7
2020-11-05,3379,0,0,27
2020-11-06,2599,0,0,23.4
2020-11-07,3296,0,0,23.9
2020-11-08,3494,0,0,25.9
2020-11-09,3600,0,0,25.8
2020-11-10,3623,0,0,26.4
2020-11-11,3530,0,0,26.3
2020-11-12,3693,0,0,27
2020-11-13,2970,0,0,27.4
2020-11-14,3511,0,0,27
2020-11-15,3550,0,0,26.5
2020-11-16,3541,0,0,26.1
2020-11-17,3563,0,0,25.6
2020-11-18,3368,0,0,25.6
2020-11-19,3311,0,0,27.1
2020-11-20,2708,0,0.6,28.1
2020-11-21,3294,0,6.8,26.6
2020-11-22,3223,0,0,23
2020-11-23,3156,0,0,19.5
2020-11-24,3042,0,0,20.4
2020-11-25,3133,0,0,21.5
2020-11-26,3127,0,0,22
2020-11-27,2397,0,0,23.2
2020-11-28,3168,0,0,23.2
2020-11-29,3150,0,0,22.5
2020-11-30,3185,0,0,22
2020-12-01,3189,0,0,22.3
2020-12-02,3142,0,0,22.9
2020-12-03,3200,0,0,23.6
2020-12-04,2601,0,0,24.1
2020-12-05,3109,0,0,24
2020-12-06,3087,0,0,23.9
2020-12-07,3085,0,0,23.8
2020-12-08,3089,0,0,22.3
2020-12-09,2980,0,0,22.4
2020-12-10,3089,0,0,22.7
2020-12-11,2498,0,0,22.5
2020-12-12,3001,0,0,21.3
2020-12-13,2968,0,0,21.7
2020-12-14,3050,0,0,20.9
2020-12-15,3014,0,0,20.5
2020-12-16,2305,0,0,21
2020-12-17,2708,0,0,20.1
2020-12-18,2351,0,0,17.7
2020-12-19,2798,0,0,15
2020-12-20,2938,0,0,16.2
2020-12-21,3004,0,0,17
2020-12-22,3076,0,0,18.1
2020-12-23,2957,0,0,18.4
2020-12-24,2998,0,0,18.9
2020-12-25,2396,0,0,18.5
2020-12-26,2953,0,0,17.5
2020-12-27,3033,0,0,17
2020-12-28,2957,0,0,17.3
2020-12-29,2981,0,0,17.3
2020-12-30,2960,0,0,18.1
2020-12-31,2939,0,0,17.7
