date,power_demand,load_shed,rainfall,mean_apparent_temperature
2016-01-01,1836,0,0,20
2016-01-02,2249,0,0,20.3
2016-01-03,2316,0,0,20.1
2016-01-04,2331,0,0,19.1
2016-01-05,2279,0,0,19.2
2016-01-06,2338,0,0,19
2016-01-07,2353,0,0,19
2016-01-08,2023,0,0.1,21
2016-01-09,2289,0,0.3,21.8
2016-01-10,2153,0,0,20.4
2016-01-11,2322,0,0,18.2
2016-01-12,2321,0,0,17.4
2016-01-13,2298,0,0,18
2016-01-14,2347,0,0,18.8
2016-01-15,1934,0,0,19.3
2016-01-16,684,0,0,19.5
2016-01-17,2240,0,0,17.8
2016-01-18,2364,0,0,17.9
2016-01-19,2362,0,0,19.5
2016-01-20,2005,0,4,19.6
2016-01-21,2289,0,0,18.7
2016-01-22,1919,0,0,16.1
2016-01-23,2229,0,0,15.3
2016-01-24,2248,0,0,14.7
2016-01-25,2294,0,0,15
2016-01-26,2177,0,0,15.6
2016-01-27,2236,0,0,17.4
2016-01-28,2294,0,0,19
2016-01-29,1961,0,0,18.2
2016-01-30,2261,0,0,19.1
2016-01-31,2236,0,0,21.5
2016-02-01,2322,0,0,22.7
2016-02-02,2335,0,0.2,22.6
2016-02-03,2374,0,0,22
2016-02-04,2371,0,0,20.2
2016-02-05,1931,0,0,18.3
2016-02-06,2310,0,0,19
2016-02-07,2369,0,0,21
2016-02-08,2415,0,0,21.6
2016-02-09,2423,0,5,24
2016-02-10,2349,0,0,23.2
2016-02-11,2439,0,0.1,23.7
2016-02-12,2116,0,6.9,24.9
2016-02-13,2425,0,0,24.7
2016-02-14,2480,0,0.3,26
2016-02-15,2622,0,0.8,27.4
2016-02-16,2650,0,0,27.4
2016-02-17,2575,0,0,28
2016-02-18,2693,0,0,28.2
2016-02-19,2331,0,0,28.1
2016-02-20,2647,0,0,29.3
2016-02-21,2322,0,0,30
2016-02-22,2763,0,0,27.7
2016-02-23,2865,0,0,26.8
2016-02-24,2386,0,13.3,26.6
2016-02-25,2670,0,6,25.9
2016-02-26,2308,0,0.1,26.5
2016-02-27,2688,0,1.4,26.9
2016-02-28,2685,0,0.1,27.4
2016-02-29,2811,0,0,26.9
2016-03-01,2783,0,0,27.2
2016-03-02,2687,0,0,28.1
2016-03-03,2816,0,0,28.7
2016-03-04,2516,0,0,28.7
2016-03-05,2883,0,0,29.9
2016-03-06,2429,0,0.1,30.8
2016-03-07,2619,0,0,29.4
2016-03-08,2796,0,0,29.3
2016-03-09,3054,0,0,30.2
2016-03-10,3025,0,0.3,31.2
2016-03-11,2642,0,0,31.6
2016-03-12,2932,0,0,31.4
2016-03-13,2874,0,0,29.9
2016-03-14,2773,0,0,28.2
2016-03-15,3000,0,0,28.4
2016-03-16,2941,0,1.2,29.5
2016-03-17,2699,0,0,27.9
2016-03-18,2588,0,0,27.2
2016-03-19,2799,0,6.4,30.1
2016-03-20,2849,0,7.4,28.3
2016-03-21,2943,0,6.9,31
2016-03-22,3000,74,0,31.4
2016-03-23,2938,0,0,29.9
2016-03-24,2885,0,0,29
2016-03-25,2644,0,0,29
2016-03-26,2575,0,0.1,31.2
2016-03-27,2966,0,4.6,31
2016-03-28,2616,0,20.1,29.8
2016-03-29,2254,0,3.8,30.1
2016-03-30,2565,0,12.8,28.6
2016-03-31,2322,0,56.9,26.4
2016-04-01,2081,0,22.8,25.5
2016-04-02,2573,0,4,27
2016-04-03,2543,0,13.4,28
2016-04-04,2794,0,9.2,29.9
2016-04-05,2811,0,31.9,30.8
2016-04-06,3077,0,0,33.6
2016-04-07,3078,0,0,34.2
2016-04-08,2924,0,0,34.1
2016-04-09,3081,0,0,35.1
2016-04-10,3268,0,0,35.1
2016-04-11,2843,0,0,35.4
2016-04-12,3205,0,0,35.6
2016-04-13,3214,0,0,35.3
2016-04-14,2676,0,1.3,34
2016-04-15,2826,0,1.8,34.1
2016-04-16,3038,0,2.3,33
2016-04-17,3205,0,5.6,34.3
2016-04-18,2953,0,13.8,33.2
2016-04-19,3235,78,8.2,34.8
2016-04-20,3202,0,0,33.8
2016-04-21,3094,0,0,33.6
2016-04-22,2952,0,0.2,34.5
2016-04-23,3041,0,0.2,34.7
2016-04-24,3150,287,0.1,36
2016-04-25,3000,177,0.6,35.2
2016-04-26,3090,346,0.2,35
2016-04-27,3020,240,5,35.1
2016-04-28,3067,70,0.1,35.9
2016-04-29,3115,0,0,36.2
2016-04-30,2980,333,0.5,36.5
2016-05-01,2399,0,7.2,34.5
2016-05-02,2687,0,33.2,29.1
2016-05-03,2820,93,17.6,29.9
2016-05-04,2839,0,20.6,30.7
2016-05-05,2913,0,12.5,32.6
2016-05-06,2562,0,6.8,34
2016-05-07,2744,0,2.6,33.9
2016-05-08,3009,0,2,33.4
2016-05-09,2946,0,2.1,35.8
2016-05-10,3060,96,0,36.1
2016-05-11,3040,90,0,37
2016-05-12,2012,0,0.3,36.4
2016-05-13,2251,0,43.8,31.7
2016-05-14,2801,0,8.2,34
2016-05-15,2778,0,0.3,34.5
2016-05-16,2910,51,14.6,33.9
2016-05-17,3020,127,2,34.1
2016-05-18,2890,42,8.4,34.2
2016-05-19,2980,52,11,31.4
2016-05-20,2550,0,6,29.8
2016-05-21,2490,0,93,26.6
2016-05-22,2600,0,1.2,32
2016-05-23,2835,0,3.8,33.9
2016-05-24,2865,0,7.8,35.5
2016-05-25,2459,0,42.5,33.3
2016-05-26,2706,0,2.5,33.6
2016-05-27,2742,0,7.8,33.2
2016-05-28,2785,0,26.7,31.6
2016-05-29,2946,0,6.1,34.1
2016-05-30,2915,63,5.7,35.3
2016-05-31,2900,0,5.9,34.7
2016-06-01,2904,70,5,34.4
2016-06-02,3143,40,1.8,34.7
2016-06-03,3000,26,0,34.9
2016-06-04,3100,107,0.8,34.9
