date,demand,loadShed,rainfall,apparent_temperature
2019-01-01,2642,0,0,18.1
2019-01-02,2735,0,0,18.2
2019-01-03,2750,0,0,17.8
2019-01-04,2311,0,0,16.3
2019-01-05,2746,0,0,16.5
2019-01-06,2812,0,0,17.4
2019-01-07,2808,0,0,18.4
2019-01-08,2825,0,0,18.1
2019-01-09,2733,0,0,18.2
2019-01-10,2828,0,0,17.1
2019-01-11,2301,0,0,16.5
2019-01-12,2817,0,0,17.5
2019-01-13,2809,0,0,18.2
2019-01-14,2799,0,0,18.6
2019-01-15,2919,0,0,17.9
2019-01-16,2905,0,0,17.4
2019-01-17,2807,0,0,18.8
2019-01-18,2375,0,0,19.6
2019-01-19,2871,0,0,19.1
2019-01-20,2918,0,0,19
2019-01-21,2969,0,0,19.6
2019-01-22,2821,0,0,19.9
2019-01-23,3021,0,0,20.5
2019-01-24,,,0,20.7
2019-01-25,2457,0,0,21.5
2019-01-26,2897,0,0,22.2
2019-01-27,3031,0,0,22.6
2019-01-28,2974,0,0,21.7
2019-01-29,2979,0,0,18.8
2019-01-30,1766,0,0,16.4
2019-01-31,2928,0,0,18.1
2019-02-01,2395,0,0,19.9
2019-02-02,2916,0,0,20.7
2019-02-03,2972,0,0,19.6
2019-02-04,2931,0,0,19.4
2019-02-05,2913,0,0,18.8
2019-02-06,3030,0,0,19
2019-02-07,2948,0,0,21.4
2019-02-08,2498,0,0,22.8
2019-02-09,2954,0,0,22.4
2019-02-10,2904,0,0.6,19.6
2019-02-11,2918,0,0,18.1
2019-02-12,2913,0,0,19.9
2019-02-13,3051,0,0,21.9
2019-02-14,3052,0,0,22.8
2019-02-15,2580,0,0,24
2019-02-16,2950,0,0.1,21.2
2019-02-17,2840,0,4.7,21.1
2019-02-18,2953,0,0,21.7
2019-02-19,3043,0,0,22.4
2019-02-20,3001,0,0,25.4
2019-02-21,2413,0,0,25.4
2019-02-22,2598,0,0,26.3
2019-02-23,3217,0,0,27.9
2019-02-24,3175,0,0,25.6
2019-02-25,2948,0,0.4,22.4
2019-02-26,2888,0,7,24.2
2019-02-27,2289,0,3.6,24
2019-02-28,2619,0,17.3,22
2019-03-01,2307,0,0,20
2019-03-02,,,0,18.2
2019-03-03,2918,0,0,20.3
2019-03-04,2914,0,0.7,22.4
2019-03-05,2978,0,7.9,22.6
2019-03-06,3058,0,0,25.1
2019-03-07,2989,0,0,24.9
2019-03-08,2507,0,0,22.5
2019-03-09,2998,0,0,22.3
2019-03-10,3202,0,1.3,25
2019-03-11,3447,0,1,28.3
2019-03-12,3572,0,0,28.6
2019-03-13,3728,0,0,30.2
2019-03-14,3656,0,0,30.7
2019-03-15,3122,0,0,30.9
2019-03-16,3645,0,0,30.5
2019-03-17,3740,0,0,30.2
2019-03-18,3637,0,0.4,27.4
2019-03-19,3452,0,0.4,27.8
2019-03-20,3671,0,1,28.8
2019-03-21,3680,0,0,29.6
2019-03-22,3376,0,4.9,30.2
2019-03-23,3782,0,0,30
2019-03-24,3670,0,0,28.4
2019-03-25,3774,0,0,28.2
2019-03-26,3026,0,0.4,29
2019-03-27,3548,0,3,26.7
2019-03-28,3708,0,0,28.6
2019-03-29,3375,0,0,29.9
2019-03-30,3816,0,3.5,30.9
2019-03-31,1443,0,9,30.1
2019-04-01,3347,0,32.5,29.1
2019-04-02,2717,0,11.5,25.3
2019-04-03,3234,0,3,27.1
2019-04-04,3753,0,5.6,27.7
2019-04-05,3279,0,2.7,28.7
2019-04-06,3668,0,3.6,29.8
2019-04-07,3419,0,20.2,28.4
2019-04-08,2976,0,18.1,28.8
2019-04-09,2364,0,17.3,27.7
2019-04-10,3243,0,38,27.5
2019-04-11,3488,0,3.2,29.6
2019-04-12,3281,0,1.9,30.5
2019-04-13,2934,0,2.1,32.9
2019-04-14,3110,0,0.9,34
2019-04-15,3985,0,0,34.1
2019-04-16,4108,0,0.4,35
2019-04-17,3913,0,20.6,32.7
2019-04-18,4057,0,0,32
2019-04-19,3689,0,1.4,32.2
2019-04-20,4013,0,0.1,32.6
2019-04-21,3605,0,0,32.4
2019-04-22,3565,0,0.1,32
2019-04-23,4133,0,0,32.4
2019-04-24,4260,0,0.3,33.9
2019-04-25,4318,0,0.4,36.1
2019-04-26,3699,0,0,35.1
2019-04-27,4395,0,0.5,35.4
2019-04-28,4457,0,1.5,35.3
2019-04-29,4537,0,1.5,34.3
2019-04-30,4395,0,0,33.5
2019-05-01,3636,0,1.2,34.1
2019-05-02,4381,0,0.1,35
2019-05-03,3021,0,28.5,32.6
2019-05-04,3049,0,27.3,27.5
2019-05-05,3974,0,0,32
2019-05-06,4171,0,0.5,34.3
2019-05-07,4193,0,0,34.8
2019-05-08,4339,0,0.1,35
2019-05-09,4273,0,0,35.3
2019-05-10,4046,0,0,35.6
2019-05-11,4383,0,0.2,35.9
2019-05-12,4430,0,0,35.7
2019-05-13,3811,0,7.6,35.4
2019-05-14,4242,0,15.5,33.5
2019-05-15,4208,0,26.7,32.7
2019-05-16,4198,0,7.1,33.5
2019-05-17,3605,0,7.3,35.4
2019-05-18,4126,0,0,35.7
2019-05-19,3949,0,0,36.5
2019-05-20,4114,0,0.3,37.2
2019-05-21,4404,0,2.8,37.6
2019-05-22,4414,0,2.9,36.3
2019-05-23,4239,0,7.2,35
2019-05-24,3420,0,46.3,31.8
2019-05-25,3691,0,19,34.1
2019-05-26,,,7.3,35.7
2019-05-27,4239,0,1.6,36.6
2019-05-28,4410,0,0,36.4
2019-05-29,4451,0,0,36.9
2019-05-30,4437,0,0.5,36.3
2019-05-31,3780,0,3.4,35.6
2019-06-01,3827,0,24.2,32.4
2019-06-02,3433,0,17.6,32.5
2019-06-03,2828,0,23.4,31.4
2019-06-04,2400,0,43.5,31
2019-06-05,2009,0,7,31.4
2019-06-06,2285,0,18.1,31.8
2019-06-07,2293,0,6.1,32.1
2019-06-08,2572,0,6,33.2
2019-06-09,2746,0,4.7,33.4
2019-06-10,3203,0,0.4,34.8
2019-06-11,3449,0,0,35.7
2019-06-12,3855,0,0.1,37.2
2019-06-13,3978,0,1.5,38.5
2019-06-14,3630,0,18,35.1
2019-06-15,3364,0,31.5,33.7
2019-06-16,4092,0,0.7,35.4
2019-06-17,4335,0,5.4,36
2019-06-18,4089,0,22.7,37.2
2019-06-19,4337,0,8.1,37.5
2019-06-20,4244,0,12.6,35.5
2019-06-21,3759,0,32.2,34.2
2019-06-22,4153,0,2.7,34
2019-06-23,4319,0,0.2,36.1
2019-06-24,4443,0,0.5,36
2019-06-25,4489,0,1.1,36.2
2019-06-26,4487,0,1.4,35.3
2019-06-27,4238,0,4.8,34.6
2019-06-28,3615,0,32.7,33.7
2019-06-29,4331,0,0.8,35.7
2019-06-30,4185,0,1.3,36.5
2019-07-01,4129,0,2.5,33.8
2019-07-02,4127,0,2.6,32
2019-07-03,4219,0,5.8,33.2
2019-07-04,4176,0,2.2,34.4
2019-07-05,3779,0,2.2,34.1
2019-07-06,4098,0,5.1,32.3
2019-07-07,4141,0,9.7,33.2
2019-07-08,3998,0,25.4,32.7
2019-07-09,4118,0,18.6,32.2
2019-07-10,4075,0,14.9,32.8
2019-07-11,3859,0,17.7,32.9
2019-07-12,3320,0,11.2,32.4
2019-07-13,3603,0,20.4,33.6
2019-07-14,3842,0,23.5,33.7
2019-07-15,3694,0,8.8,34.4
2019-07-16,3993,0,8,36
2019-07-17,4256,0,0.9,36.7
2019-07-18,4286,0,0.6,36.4
2019-07-19,3871,0,6.4,35.6
2019-07-20,4386,0,0.7,35.7
2019-07-21,4414,0,0.5,35.4
2019-07-22,4351,0,1.7,34.8
2019-07-23,4379,0,4.6,33.9
2019-07-24,4298,0,4.7,33.4
2019-07-25,4209,0,7.3,34.1
2019-07-26,3678,0,13.9,32.8
2019-07-27,3984,0,6.9,31.7
2019-07-28,3982,0,1.2,31.3
2019-07-29,4044,0,2.3,31.8
2019-07-30,3994,0,9.9,32.7
2019-07-31,4121,0,5.5,33.2
2019-08-01,4119,0,2.4,33.4
2019-08-02,3900,0,0.8,33.3
2019-08-03,4135,0,2,33.4
2019-08-04,4407,0,1.9,34.7
2019-08-05,4487,0,2.2,37
2019-08-06,4483,0,2.7,35
2019-08-07,3907,0,4.5,30.5
2019-08-08,3548,0,15.2,30.7
2019-08-09,3416,0,3.2,33
2019-08-10,3100,0,0.5,35.6
2019-08-11,2925,0,12.4,37.5
2019-08-12,2774,0,12.7,34.2
2019-08-13,2470,0,16.8,30.3
2019-08-14,2497,0,12.1,32
2019-08-15,2455,0,27,32.4
2019-08-16,2657,0,33.9,33
2019-08-17,3061,0,16.7,32.9
2019-08-18,3376,0,1.9,32.4
2019-08-19,3671,0,1.1,33.7
2019-08-20,3892,0,0.9,34.8
2019-08-21,4102,0,0.5,36.4
2019-08-22,3991,0,4.7,35.8
2019-08-23,3553,0,3.3,33.5
2019-08-24,3847,0,17.9,32.2
2019-08-25,4055,0,2.1,32.7
2019-08-26,4110,0,0.5,34.2
2019-08-27,4198,0,0.8,34.2
2019-08-28,4231,0,1.4,34
2019-08-29,4230,0,0.6,34.9
2019-08-30,3941,0,0,36
2019-08-31,4282,0,6,35.6
2019-09-01,4402,0,0.5,36.4
2019-09-02,4305,0,0.9,35.1
2019-09-03,4304,0,0.6,33.9
2019-09-04,4249,0,0.1,33.6
2019-09-05,,,2.8,32.8
2019-09-06,3776,0,0.7,32.9
2019-09-07,4045,0,3.6,31.8
2019-09-08,4082,0,2.8,32.3
2019-09-09,3972,0,11.1,32.5
2019-09-10,3911,0,3.2,33.7
2019-09-11,4194,0,4.5,32.9
2019-09-12,4088,0,14.3,31
2019-09-13,3452,0,10.6,31.3
2019-09-14,4194,0,1.6,33.6
2019-09-15,4306,0,1.1,34.9
2019-09-16,4184,0,2.8,34.8
2019-09-17,4351,0,0.3,35.3
2019-09-18,4238,0,2.6,35.8
2019-09-19,4377,0,0.5,36.4
2019-09-20,3873,0,1,36.4
2019-09-21,4199,0,9,36
2019-09-22,4103,0,26.3,34.6
2019-09-23,,,7.2,33.6
2019-09-24,3891,0,7.7,31.7
2019-09-25,3645,0,22.4,30.1
2019-09-26,4037,0,6.8,31
2019-09-27,3400,0,0,31.1
2019-09-28,3868,0,3.2,31.4
2019-09-29,3511,0,21.6,31.1
2019-09-30,3765,0,15.9,30.9
2019-10-01,3756,0,13.2,30.8
2019-10-02,3907,0,2.8,31.2
2019-10-03,4069,0,3.7,31.7
2019-10-04,3562,0,3.1,33
2019-10-05,4014,0,1.7,33.6
2019-10-06,4053,0,8.9,33.4
2019-10-07,3917,0,9.6,32.6
