date,demand,loadShed,rainfall,apparent_temperature
2019-10-08,3796,0,8,32.5
2019-10-09,3805,0,13.5,31.5
2019-10-10,3595,0,19,30
2019-10-11,3326,0,1.1,31.2
2019-10-12,3977,0,0,31.8
2019-10-13,4034,0,0,31.4
2019-10-14,4050,0,0,30.3
2019-10-15,4168,0,0,31.5
2019-10-16,3994,0,16.9,32.5
2019-10-17,4192,0,0,33.1
2019-10-18,3603,0,0.1,34.3
2019-10-19,4093,0,0,33.8
2019-10-20,4174,0,0,33.4
2019-10-21,4232,0,0.4,32.7
2019-10-22,4129,0,1.3,32.9
2019-10-23,3981,0,6.8,32.6
2019-10-24,3205,0,17.6,26.4
2019-10-25,2578,0,17,26.6
2019-10-26,3340,0,38.3,29.1
2019-10-27,3420,0,0.1,29.3
2019-10-28,3543,0,0,28.1
2019-10-29,3642,0,0,28.5
2019-10-30,3741,0,0,29
2019-10-31,3692,0,0,29
2019-11-01,3061,0,0,29.2
2019-11-02,3698,0,0,28.9
2019-11-03,3768,0,0,29.9
2019-11-04,3789,0,0,30.1
2019-11-05,3787,0,0,29.8
2019-11-06,3724,0,0,28.4
2019-11-07,3599,0,0,27.5
2019-11-08,2741,0,10.4,29.3
2019-11-09,3082,0,30.2,27.6
2019-11-10,2717,0,54.3,25.8
2019-11-11,3445,0,0,27.2
2019-11-12,3374,0,0,27.2
2019-11-13,3459,0,0,26.6
2019-11-14,3602,0,0,27.1
2019-11-15,2913,0,0,27.7
2019-11-16,3410,0,0,28.5
2019-11-17,3566,0,0,27.7
2019-11-18,3464,0,0,26.9
2019-11-19,3414,0,0,26.8
2019-11-20,3257,0,0,23.8
2019-11-21,3214,0,0,24.1
2019-11-22,2686,0,0,26.2
2019-11-23,3223,0,0,25.7
2019-11-24,3248,0,0,25.3
2019-11-25,3346,0,0,25.7
2019-11-26,3196,0,0,25.8
2019-11-27,3442,0,0,25
2019-11-28,3438,0,0,24.7
2019-11-29,2843,0,0,25.1
2019-11-30,3318,0,0,25.5
2019-12-01,3241,0,0,24.5
2019-12-02,3215,0,0,22.1
2019-12-03,3120,0,0,21.2
2019-12-04,3154,0,0,20.8
2019-12-05,3195,0,0,21.3
2019-12-06,2519,0,0,22.3
2019-12-07,3086,0,0,21.3
2019-12-08,3207,0,0,22.8
2019-12-09,3202,0,0.1,22.9
2019-12-10,3096,0,0,21.6
2019-12-11,3060,0,0,21.7
2019-12-12,3135,0,0,21.2
2019-12-13,2478,0,0,21.3
2019-12-14,3018,0,0,22
2019-12-15,2997,0,0,22.2
2019-12-16,2352,0,0,21
2019-12-17,3024,0,0,20.8
2019-12-18,2943,0,0,18.6
2019-12-19,2896,0,0,16.6
2019-12-20,2384,0,0,16.5
2019-12-21,2816,0,0,16.7
2019-12-22,2909,0,0,17.3
2019-12-23,2911,0,0,17.9
2019-12-24,2893,0,0,17.2
2019-12-25,2838,0,0,16.8
2019-12-26,2881,0,3.7,17.7
2019-12-27,2376,0,4,17.3
2019-12-28,2893,0,0,16.1
2019-12-29,2888,0,0,17
2019-12-30,2961,0,0,18.1
2019-12-31,2961,0,0,19.3
