date,demand,loadShed,rainfall,apparent_temperature
2017-05-15,3358,0,7.9,32.9
2017-05-16,3151,0,36.6,32.4
2017-05-17,3449,0,40.3,32.2
2017-05-18,3297,0,5.9,34.6
2017-05-19,3059,0,13.2,34.3
2017-05-20,3436,0,0.3,36.1
2017-05-21,3418,0,2,37
2017-05-22,3246,0,0.5,36.8
2017-05-23,3344,0,1.1,37.3
2017-05-24,3156,0,2.7,37
2017-05-25,3227,0,1.1,37
2017-05-26,2908,0,0.5,36.3
2017-05-27,3514,0,2.6,35.5
2017-05-28,3421,0,1.5,35.9
2017-05-29,3490,0,7.7,35.6
2017-05-30,3204,0,36.8,30.3
2017-05-31,3172,0,12,32.4
2017-06-01,3065,0,53.1,32
2017-06-02,3093,0,24.6,32.8
2017-06-03,3580,0,26.6,34.9
2017-06-04,3373,0,17.7,34.2
2017-06-05,3029,0,10.2,33.8
2017-06-06,3595,0,1.1,36.5
2017-06-07,3695,0,0.2,37.8
2017-06-08,3640,0,0.9,37
2017-06-09,3336,0,5.1,36.6
2017-06-10,3676,0,8.6,36.4
2017-06-11,3391,0,32.1,32.3
2017-06-12,2776,0,77.4,29.7
2017-06-13,3514,0,7.9,33.6
2017-06-14,3306,0,11.5,33.1
2017-06-15,3602,0,2.3,32
2017-06-16,,,27.7,31.3
2017-06-17,3264,0,19.5,32.5
2017-06-18,3367,0,52.7,33.5
2017-06-19,3081,0,32.2,32.5
2017-06-20,3338,0,23,32.3
2017-06-21,3415,0,12,32.6
2017-06-22,3189,0,11,32.9
2017-06-23,3067,0,1,34.3
2017-06-24,2738,0,3.5,33.5
2017-06-25,2455,0,1.1,32.9
2017-06-26,2265,0,0.2,33.4
2017-06-27,2332,0,0.9,33.6
2017-06-28,2216,0,9.7,33.3
2017-06-29,2317,0,3.1,33.4
2017-06-30,2446,0,3.6,32.6
2017-07-01,2738,0,3.4,32.7
2017-07-02,2897,0,16.2,32.2
2017-07-03,3000,0,17.5,32.2
2017-07-04,3097,0,14.8,32.7
2017-07-05,3171,0,12.4,32.4
2017-07-06,3250,0,15.3,33.1
2017-07-07,3027,0,9.5,33
2017-07-08,3298,0,2.3,32.8
2017-07-09,3397,0,1.4,32.1
2017-07-10,3279,0,7.8,32.2
2017-07-11,3212,0,16.4,31.3
2017-07-12,3400,0,7.7,31.4
2017-07-13,3346,0,15.9,31.3
2017-07-14,3161,0,1.9,32.4
2017-07-15,3430,0,1.1,33.7
2017-07-16,3587,0,0.5,35.2
2017-07-17,3490,0,0.6,36.1
2017-07-18,3712,0,3,34
2017-07-19,3419,0,8.3,31
2017-07-20,3341,0,12.2,31.1
2017-07-21,3049,0,16,30.8
2017-07-22,3367,0,14,31.7
2017-07-23,3268,0,27.6,31.3
2017-07-24,3054,0,75.9,29
2017-07-25,3153,0,36.3,29.6
2017-07-26,3295,0,6.7,32.1
2017-07-27,3308,0,3.1,33.2
2017-07-28,3198,0,5.3,34.5
2017-07-29,3522,0,6.6,34.9
2017-07-30,3333,0,9.6,34.9
2017-07-31,3610,0,5.8,34.6
2017-08-01,3538,0,3.7,35.3
2017-08-02,3458,0,26.2,34.3
2017-08-03,3504,0,12.6,34.7
2017-08-04,3225,0,4.9,34.6
2017-08-05,3552,0,2.8,34
2017-08-06,3487,0,6.2,33.4
2017-08-07,3575,0,21.9,32.1
2017-08-08,3603,0,5.3,33.1
2017-08-09,3589,0,7.1,32.8
2017-08-10,3523,0,13.8,32
2017-08-11,3134,0,30.7,32.6
2017-08-12,3295,0,32,32.2
2017-08-13,3468,0,6.7,32.4
2017-08-14,3481,0,19.3,32.7
2017-08-15,3064,0,22.8,32.9
2017-08-16,3494,0,24.5,32.8
2017-08-17,3506,0,0.5,33.5
2017-08-18,3206,0,0.1,33
2017-08-19,3517,0,0.1,33.5
2017-08-20,3401,0,0.1,33.9
2017-08-21,3578,0,0,35.4
2017-08-22,3627,0,23.6,34.8
2017-08-23,3403,0,2.1,34.6
2017-08-24,3520,0,5.8,34
2017-08-25,3359,0,6.1,34.2
2017-08-26,3590,0,11.3,33.2
2017-08-27,3657,0,5.4,32.6
2017-08-28,3507,0,12,32.5
2017-08-29,3504,0,4.7,33.2
2017-08-30,3336,0,4.9,34.2
2017-08-31,2680,0,27.7,33.6
2017-09-01,2349,0,21.6,31.9
2017-09-02,2361,0,12,32.2
2017-09-03,2342,0,12.1,33.3
2017-09-04,2342,0,1.8,34.9
2017-09-05,2435,0,5.5,34.8
2017-09-06,2663,0,0.7,35.5
2017-09-07,2691,0,3,35.2
2017-09-08,2843,0,3,34.2
2017-09-09,3060,0,11.1,32.8
2017-09-10,2940,0,17.4,32.4
2017-09-11,2993,0,18.7,32.2
2017-09-12,3275,0,20.9,33
2017-09-13,3340,0,6.2,32.4
2017-09-14,3511,0,2.8,33.6
2017-09-15,3232,0,0,35
2017-09-16,3417,0,0.7,36.9
2017-09-17,3475,0,7.6,34.5
2017-09-18,3627,0,4.4,33
2017-09-19,3476,0,8.8,31.3
2017-09-20,3358,0,10.1,31.7
2017-09-21,3445,0,12.7,32.5
2017-09-22,3284,0,0.5,34.3
2017-09-23,3508,0,0.2,35.7
2017-09-24,3470,0,0.3,36.3
2017-09-25,3399,0,7.2,35.4
2017-09-26,3593,0,6.9,35.1
2017-09-27,3678,0,20.8,34.7
2017-09-28,3271,0,19.6,33.7
2017-09-29,2828,0,63.5,30.6
2017-09-30,3207,0,7.2,31.8
2017-10-01,3055,0,11.2,33
2017-10-02,3504,0,1.9,32.9
2017-10-03,3660,0,2.7,33.9
2017-10-04,3453,0,0,35.4
2017-10-05,3565,0,3.4,35.7
2017-10-06,3390,0,3.2,34.8
2017-10-07,3606,0,10,32.2
2017-10-08,3625,0,16.4,30.1
2017-10-09,3451,0,15.1,29.8
2017-10-10,3588,0,0.4,33.1
2017-10-11,3552,0,0,34.1
2017-10-12,3703,0,1.1,34.5
2017-10-13,,,6.6,33.4
2017-10-14,3647,0,1.5,33.7
2017-10-15,3569,0,2.8,34.6
2017-10-16,3590,0,0,34.1
2017-10-17,3591,0,0.7,33.7
2017-10-18,3782,0,4.5,33.3
2017-10-19,3507,0,8.6,32.1
2017-10-20,2479,0,59.1,28
2017-10-21,2362,0,64,26.1
2017-10-22,3016,0,0.2,28
2017-10-23,3401,0,0.1,30
2017-10-24,3498,0,0.7,30.7
2017-10-25,3566,0,0,31.7
2017-10-26,3482,0,0,28.8
2017-10-27,2793,0,0,26.8
2017-10-28,3208,0,0,27.8
2017-10-29,3237,0,0,27.5
2017-10-30,2899,0,0.2,26.2
2017-10-31,3045,0,0,25.2
2017-11-01,3102,0,0,25.8
2017-11-02,3194,0,0,26.3
2017-11-03,2640,0,0,27.2
2017-11-04,3138,0,0,28.3
2017-11-05,3450,0,0,28.8
2017-11-06,3459,0,0,27.7
2017-11-07,3395,0,0,27.4
2017-11-08,3260,0,0,27.2
2017-11-09,3340,0,0,26.6
2017-11-10,2709,0,0,25.8
2017-11-11,3185,0,0,26.2
2017-11-12,3284,0,0,26.6
2017-11-13,3329,0,0,26.9
2017-11-14,3402,0,0,27.5
2017-11-15,3008,0,1.7,26.5
2017-11-16,2965,0,4,23.7
2017-11-17,2594,0,0.1,27.4
2017-11-18,3152,0,0.1,29.2
2017-11-19,3182,0,0,29.1
2017-11-20,3270,0,0,26.6
2017-11-21,3030,0,0,25.3
2017-11-22,2932,0,0,21.6
2017-11-23,2869,0,0,21.4
2017-11-24,2323,0,0,22.2
2017-11-25,2762,0,0,21.6
2017-11-26,2827,0,0,21.6
2017-11-27,2840,0,0,22.7
2017-11-28,2810,0,0,21.7
2017-11-29,2906,0,0,21.6
2017-11-30,,,0,21.6
2017-12-01,2310,0,0,21.5
2017-12-02,2594,0,0,21.6
2017-12-03,2785,0,0,20.6
2017-12-04,2804,0,0,20.8
2017-12-05,2777,0,0,22.5
2017-12-06,2806,0,0,21.5
2017-12-07,2786,0,0,21.1
2017-12-08,,,6.9,21.6
2017-12-09,2682,0,41.1,22.5
2017-12-10,2620,0,58.4,23.6
2017-12-11,2884,0,5.1,26.2
2017-12-12,,,0,25.7
2017-12-13,2839,0,0,24.6
2017-12-14,2739,0,0,23.9
2017-12-15,2222,0,0,21.4
2017-12-16,2080,0,0,19.4
2017-12-17,2680,0,0,20
2017-12-18,2741,0,0,20.3
2017-12-19,2773,0,0,20
2017-12-20,2726,0,0,20.8
2017-12-21,2765,0,0,20.8
2017-12-22,2246,0,0,20.5
2017-12-23,2759,0,0,21.2
2017-12-24,2825,0,0,20.8
2017-12-25,2719,0,0,20.8
2017-12-26,2795,0,0,20.2
2017-12-27,2784,0,0,20.5
2017-12-28,2828,0,0,20.8
2017-12-29,2259,0,0,19.9
2017-12-30,2679,0,0,19.6
2017-12-31,2748,0,0,19.6
