date,power_demand,load_shed,rainfall,mean_apparent_temperature
2020-01-01,318,0,0,19.9
2020-01-02,320,0,0,21
2020-01-03,,,3.7,19.5
2020-01-04,294,0,0,18.8
2020-01-05,307,0,3.2,17.5
2020-01-06,307,0,0,15.1
2020-01-07,319,0,0,16.5
2020-01-08,329,0,0,17.6
2020-01-09,323,0,0.5,18.7
2020-01-10,301,0,0,18.4
2020-01-11,319,0,0,17.5
2020-01-12,,,0,17.8
2020-01-13,316,0,0,18.1
2020-01-14,321,0,0,18.7
2020-01-15,317,0,0,18.9
2020-01-16,319,0,0,19.5
2020-01-17,310,0,0,20.4
2020-01-18,331,0,0,20.3
2020-01-19,315,0,0.3,20.3
2020-01-20,327,0,0.1,19.7
2020-01-21,322,0,0,17.8
2020-01-22,322,0,0,16.9
2020-01-23,321,0,0,15.7
2020-01-24,313,0,0,14.9
2020-01-25,324,0,0,15.7
2020-01-26,311,0,0,15.6
2020-01-27,329,0,0,15.4
2020-01-28,310,0,0.1,16.5
2020-01-29,317,0,0,17.6
2020-01-30,319,0,1.2,19.4
2020-01-31,310,0,1.4,19.1
2020-02-01,322,0,0,18.3
2020-02-02,323,0,0,16.1
2020-02-03,310,0,0,15.2
2020-02-04,314,0,0,16.3
2020-02-05,326,0,0,17.9
2020-02-06,312,0,0,16.7
2020-02-07,313,0,0,16.5
2020-02-08,334,0,0,18.4
2020-02-09,325,0,0,19.5
2020-02-10,316,0,0,18.6
2020-02-11,319,0,0,18.7
2020-02-12,326,0,0,19
2020-02-13,328,0,0,18.9
2020-02-14,308,0,0,18.5
2020-02-15,327,0,0,19.4
2020-02-16,333,0,0,21.5
2020-02-17,320,0,0,22.3
2020-02-18,323,0,0,21.4
2020-02-19,325,0,0,21.3
2020-02-20,331,0,0,20.7
2020-02-21,306,0,0,22.3
2020-02-22,346,0,0,22.9
2020-02-23,329,0,0,22.7
2020-02-24,350,0,0.3,22.8
2020-02-25,350,0,1.2,22.3
2020-02-26,323,0,13,20.6
2020-02-27,325,0,0,20.8
2020-02-28,293,0,0,21.1
2020-02-29,314,0,0,22.2
2020-03-01,350,0,0,22.9
2020-03-02,341,0,0,23.2
