date,power_demand,load_shed,rainfall,mean_temperature,mean_apparent_temperature,relativehumidity_2m,windspeed_10m,windspeed_100m,daytime_length,dewpoint_2m,cloudcover,soil_temperature_0_to_7cm
2023-01-01,948,0,0,20,20,0,0,0,10.783333333333333,0,0,0
2023-01-02,894,0,0,19.9,19.8,71.16666666666667,10.254166666666668,15.216666666666667,10.8,14.204166666666667,0.6666666666666666,21.03333333333333
2023-01-03,1010,0,0,19.8,19.4,69.58333333333333,9.95,14.887500000000003,10.8,13.716666666666669,3.9166666666666665,21.179166666666667
2023-01-04,940,0,0,19.5,19.2,67.25,10.983333333333333,16.175,10.816666666666666,13.2125,0.16666666666666666,21.054166666666664
2023-01-05,976,0,0,19.5,19.3,71.75,11.779166666666667,16.854166666666668,10.816666666666666,14.029166666666663,0.2916666666666667,21.066666666666666
2023-01-06,907,0,0,19.1,19.4,75.16666666666667,13.441666666666668,18.895833333333332,10.816666666666666,14.858333333333329,0.8333333333333334,21.133333333333336
2023-01-07,930,0,0,19.3,20.3,80.45833333333333,11.775,16.033333333333335,10.833333333333334,15.583333333333336,17,21.1375
2023-01-08,953,35,0,19.6,21.3,84.29166666666667,9.429166666666665,12.654166666666667,10.85,16.479166666666668,21.958333333333332,21.308333333333334
2023-01-09,1018,90,0,20.9,22.6,87.58333333333333,6.879166666666667,8.958333333333334,10.833333333333334,17.379166666666666,26.333333333333332,21.595833333333335
2023-01-10,977,0,0,21.1,22.2,82.125,7.666666666666665,11.404166666666667,10.85,17.562500000000004,10.208333333333334,22.416666666666668
2023-01-11,912,0,0,20.4,20.8,76.08333333333333,8.845833333333333,13.412500000000001,10.866666666666667,16.5375,0.4166666666666667,22.725000000000005
2023-01-12,942,0,0,19.1,19.3,73.29166666666667,9.925,14.908333333333337,10.883333333333333,15.275,0,22.275000000000002
2023-01-13,885,0,0,19.1,19.2,72.375,8.55,12.283333333333331,10.883333333333333,13.820833333333335,0,21.42916666666667
2023-01-14,886,0,0,19.8,20.9,73.66666666666667,8.862499999999999,13.220833333333333,10.9,13.737500000000004,0.041666666666666664,20.779166666666665
2023-01-15,958,0,0,20.9,22.4,79.29166666666667,7.224999999999999,10.366666666666665,10.916666666666666,15.75,3.1666666666666665,21.654166666666658
2023-01-16,898,10,0,20.7,20.2,82.125,8.324999999999998,12.595833333333331,10.916666666666666,17.50833333333333,18.625,22.404166666666665
2023-01-17,987,0,0,19.9,20,63.708333333333336,11.508333333333333,18.5125,10.933333333333334,13.1625,3.375,22.204166666666666
2023-01-18,942,0,0,19.9,19.3,69.625,9.499999999999998,14.704166666666664,10.95,13.820833333333331,6.875,21.795833333333338
2023-01-19,982,0,0,19.4,18,68.20833333333333,12.716666666666667,19.545833333333327,10.95,13.504166666666668,2.3333333333333335,21.6125
2023-01-20,897,0,0,19.2,17.8,61.75,14.112499999999999,20.975,10.966666666666667,11.487499999999999,0.6666666666666666,21.35833333333333
2023-01-21,971,0,0,19.7,18.8,60.708333333333336,12.216666666666667,18.470833333333335,10.983333333333333,10.920833333333333,0,20.94583333333333
2023-01-22,984,0,0,20.9,20.2,62.375,11.558333333333337,17.979166666666664,10.983333333333333,11.958333333333334,0,21.329166666666662
2023-01-23,971,0,0,21.3,20.8,61.041666666666664,11.816666666666663,19.391666666666662,11.016666666666667,12.558333333333332,0,22.041666666666668
2023-01-24,1006,0,0,22,21.5,61.333333333333336,11.987499999999999,19.912500000000005,11.033333333333333,13.208333333333336,0.3333333333333333,22.554166666666664
2023-01-25,948,0,0,22,22.2,61.125,12.845833333333333,21.666666666666668,11.05,13.81666666666667,5.666666666666667,23.183333333333337
2023-01-26,928,0,0,22.5,22.9,64.16666666666667,10.554166666666665,17.804166666666667,11.05,14.570833333333331,0,23.40833333333333
2023-01-27,874,0,0,22.8,23.5,67.25,11.637500000000001,19.716666666666665,11.066666666666666,15.812499999999998,0,23.891666666666666
2023-01-28,960,0,0,22.7,23.1,69.875,12.441666666666665,20.833333333333332,11.1,16.737499999999994,0,24.370833333333334
2023-01-29,987,0,0,22.1,22.6,67.75,13.1,21.50833333333333,11.1,16.212500000000002,0,24.350000000000005
2023-01-30,995,0,0,21.4,22.7,69.125,11.816666666666668,18.220833333333335,11.116666666666667,15.845833333333333,0,24.08333333333334
2023-01-31,852,0,0,21.3,23,74.875,7.491666666666667,10.4375,11.15,16.45833333333333,0.5833333333333334,23.474999999999998
2023-02-01,1065,0,0,22.6,23.8,78.41666666666667,6.625000000000001,9.358333333333333,11.15,16.941666666666666,5.333333333333333,22.829166666666666
2023-02-02,990,0,0,22.9,22.4,73.08333333333333,10.4125,16.04166666666666,11.166666666666666,17.175,24.708333333333332,23.88333333333333
2023-02-03,988,0,0,21,20.6,63.583333333333336,16.258333333333333,23.84583333333333,11.2,15.329166666666667,36.375,24.50833333333334
2023-02-04,1018,0,0,20.9,21.2,64,12.212500000000004,17.620833333333334,11.2,13.725,4.375,23.320833333333336
2023-02-05,928,0,0,21,21.5,70.5,10.85,15.966666666666667,11.233333333333333,15.004166666666665,0.4583333333333333,23.22916666666666
2023-02-06,1007,0,0,21,21.8,72.125,10.362500000000002,15.670833333333334,11.233333333333333,15.370833333333335,0.041666666666666664,23.262500000000003
2023-02-07,988,0,0,21.2,22.6,72.20833333333333,8.3375,12.866666666666667,11.266666666666667,15.308333333333332,0.125,23.358333333333334
2023-02-08,1017,0,0,21.1,22.9,74.70833333333333,6.458333333333335,8.96666666666667,11.283333333333333,16.058333333333334,2.1666666666666665,23.09583333333333
2023-02-09,1048,0,0,21.5,23.9,81.08333333333333,7.670833333333333,9.883333333333335,11.3,17.475,0.4166666666666667,23.591666666666665
2023-02-10,947,0,0,22,24.4,86.29166666666667,7.6499999999999995,10.291666666666668,11.316666666666666,18.858333333333334,16.125,23.691666666666663
2023-02-11,1044,0,0,22.3,23.9,83.29166666666667,7.645833333333333,11.641666666666667,11.333333333333334,18.81666666666667,3.4166666666666665,24.400000000000006
2023-02-12,1078,0,0,22.7,25.3,73.25,6.104166666666667,8.266666666666667,11.35,16.45,0.041666666666666664,24.337500000000002
2023-02-13,1016,0,0,22.5,22.8,79.125,5.933333333333333,7.408333333333334,11.366666666666667,18.645833333333332,0.16666666666666666,24.308333333333334
2023-02-14,1053,0,0,21.2,19.9,65.25,10.35833333333333,13.966666666666669,11.383333333333333,14.200000000000001,3.1666666666666665,24.11666666666667
2023-02-15,1003,0,0,20.6,20.5,51.583333333333336,12.024999999999999,18.008333333333336,11.416666666666666,10.179166666666667,0,23.599999999999998
2023-02-16,1018,0,0,21.1,21.9,64.08333333333333,8.645833333333332,12.850000000000007,11.433333333333334,12.700000000000001,0,23.14166666666667
2023-02-17,1004,0,0,22.1,23.2,70.08333333333333,7.504166666666666,10.795833333333334,11.45,14.749999999999998,0,23.504166666666666
2023-02-18,1058,0,0,23.2,24.9,70.29166666666667,8.004166666666668,11.554166666666665,11.466666666666667,15.820833333333335,0.041666666666666664,23.862499999999997
2023-02-19,1055,0,0,23.3,25.5,69.66666666666667,7.262499999999999,10.404166666666667,11.5,16.941666666666666,1,24.6125
2023-02-20,1038,0,0,23.1,26,75.16666666666667,7.995833333333334,12.054166666666665,11.516666666666667,18.341666666666672,0.5416666666666666,25.325
2023-02-21,938,0,0,23.2,26.7,82.20833333333333,7.412500000000001,9.712499999999999,11.533333333333333,19.71666666666667,2.7083333333333335,25.491666666666674
2023-02-22,1123,0,0,23.7,26.7,86.5,6.358333333333332,7.470833333333332,11.55,20.683333333333337,12.416666666666666,25.541666666666668
2023-02-23,1121,0,0,24,27,84.95833333333333,10.2875,14.4,11.583333333333334,20.787499999999994,14.541666666666666,26.05
2023-02-24,1032,0,0,23.9,27.1,82.08333333333333,10.049999999999999,14.070833333333333,11.583333333333334,20.620833333333337,21.583333333333332,26.4875
2023-02-25,1081,0,0,25,27.9,82.91666666666667,8.962500000000002,11.775,11.616666666666667,20.575,11.208333333333334,26.591666666666665
2023-02-26,1073,0,0,25.7,25.8,74.75,7.120833333333334,11.341666666666667,11.633333333333333,19.74583333333333,20.041666666666668,27.016666666666666
2023-02-27,1110,0,0,25.3,25.7,51.583333333333336,11.320833333333333,19.175,11.666666666666666,14.516666666666667,0.7916666666666666,27.45416666666667
