date,power_demand,load_shed,rainfall,mean_temperature,relativehumidity_2m,windspeed_10m,windspeed_100m,daytime_length
2023-06-22,5111,50,9.5,28,84.16666666666667,13.075000000000001,20.762500000000003,13.6
2023-06-23,4690,18,4.6,28.2,87.58333333333333,11.854166666666666,19.216666666666672,13.6
2023-06-24,5065,61,1.7,28.1,83.875,13.220833333333333,20.683333333333334,13.6
2023-06-25,4984,86,3.4,28.5,84.08333333333333,16.250000000000004,24.775000000000002,13.583333333333334
2023-06-26,4409,0,9.3,27.7,81.08333333333333,17.150000000000002,26.620833333333337,13.583333333333334
2023-06-27,3429,0,21.6,26.2,84.41666666666667,17.129166666666666,26.341666666666665,13.6
2023-06-28,2747,0,9.2,26.9,93.54166666666667,15.833333333333334,26.691666666666666,13.6
2023-06-29,2762,0,37.8,26.6,89.70833333333333,14.316666666666665,24.08333333333334,13.583333333333334
2023-06-30,2604,0,21.5,28,93.375,12.158333333333333,20.59583333333333,13.583333333333334
2023-07-01,2615,0,20.3,28.1,90.375,11.4125,19.575,13.583333333333334
2023-07-02,3025,0,9.8,28.6,90.54166666666667,9.8375,16.53333333333333,13.566666666666666
2023-07-03,3369,0,13.9,29,87.75,8.804166666666667,15.179166666666662,13.566666666666666
2023-07-04,3843,0,4.2,29.5,86.91666666666667,8.383333333333335,14.874999999999998,13.566666666666666
2023-07-05,3994,0,4.8,28.9,82.79166666666667,8.762500000000001,14.583333333333336,13.55
2023-07-06,3920,0,14.8,28.1,83.20833333333333,12.516666666666666,19.725000000000005,13.55
2023-07-07,3940,0,6.5,27.6,84.625,17.9875,27.945833333333336,13.533333333333333
2023-07-08,4441,0,4.7,28.2,87.5,15.758333333333333,25.337500000000002,13.533333333333333
2023-07-09,4776,0,8.8,28.7,86.41666666666667,13.65,21.53333333333333,13.533333333333333
2023-07-10,4943,35,9.6,28.5,84.83333333333333,9.6625,15.741666666666672,13.516666666666667
2023-07-11,4899,12,5.8,28.6,87.33333333333333,11.054166666666667,17.8875,13.5
2023-07-12,4905,0,4.6,28.6,84.625,14.420833333333334,22.754166666666666,13.483333333333333
2023-07-13,5010,0,1.6,28.3,83.75,13.495833333333332,21.562500000000004,13.483333333333333
2023-07-14,4526,0,7.6,27.9,84.29166666666667,13.858333333333336,21.791666666666668,13.466666666666667
2023-07-15,4918,0,8.5,27.8,85.75,11.791666666666664,18.733333333333334,13.466666666666667
2023-07-16,4853,22,5.1,27.7,86.875,16.170833333333334,24.799999999999997,13.466666666666667
2023-07-17,5055,37,0.8,28.6,85.58333333333333,15.958333333333336,24.787499999999994,13.433333333333334
2023-07-18,5200,100,0.3,29.4,82.625,11.0875,17.891666666666662,13.433333333333334
2023-07-19,5296,138,0.5,29.6,79.91666666666667,10.783333333333331,17.487499999999994,13.416666666666666
2023-07-20,5244,82,1.4,29.5,78.79166666666667,13.366666666666672,21.07083333333333,13.4
2023-07-21,4593,0,1.6,29.1,79.70833333333333,12.983333333333333,20.587500000000006,13.4
2023-07-22,5093,0,0.3,29.7,80,14.350000000000001,22.304166666666664,13.383333333333333
2023-07-23,5303,52,0.2,29.9,77.04166666666667,12.629166666666668,20.375000000000004,13.366666666666667
2023-07-24,5184,45,0.5,29.9,78.66666666666667,9.729166666666668,16.037499999999998,13.35
2023-07-25,5241,0,4.4,29.8,78.29166666666667,7.7625,12.908333333333331,13.333333333333334
2023-07-26,5148,0,7.6,28.8,79.20833333333333,8.674999999999999,14.316666666666665,13.316666666666666
2023-07-27,5091,0,4.2,28.8,82.375,14.35,22.03333333333333,13.316666666666666
2023-07-28,4513,0,0.7,29,82,14.220833333333337,22.037499999999998,13.283333333333333
2023-07-29,4920,25,14.5,28.8,81.5,14.054166666666665,21.85833333333333,13.283333333333333
2023-07-30,5217,40,3.7,30.1,85.04166666666667,13.049999999999999,20.9125,13.25
2023-07-31,4936,40,26.6,29.7,80,6.333333333333333,10.3875,13.25
2023-08-01,5003,10,19.1,29.1,86.33333333333333,4.433333333333333,7.158333333333334,13.233333333333333
2023-08-02,4915,0,5.8,27.7,83.58333333333333,15.858333333333333,24.337500000000002,13.2
2023-08-03,4899,10,6.6,27.6,87.33333333333333,20.7875,32.949999999999996,13.2
2023-08-04,4210,0,5.9,27.6,89.45833333333333,13.966666666666669,23.579166666666662,13.166666666666666
2023-08-05,4788,15,9.3,28.3,90.20833333333333,12.15,20.366666666666667,13.166666666666666
2023-08-06,4665,25,26.2,27.3,85.58333333333333,12.5625,20.595833333333335,13.133333333333333
2023-08-07,4420,0,77.2,26.9,91.75,13.670833333333334,23.120833333333337,13.116666666666667
2023-08-08,4653,0,10.3,26.9,93.875,12.85416666666667,22.20833333333334,13.116666666666667
2023-08-09,4725,60,3.4,28.1,93.91666666666667,12.000000000000002,21.07916666666667,13.083333333333334
2023-08-10,4765,0,22.8,28,86.29166666666667,9.095833333333333,15.304166666666669,13.066666666666666
2023-08-11,4232,0,23,28.2,90.375,7.716666666666669,12.866666666666665,13.05
2023-08-12,4887,25,19.4,28.5,89.54166666666667,8.816666666666665,14.641666666666671,13.033333333333333
2023-08-13,4673,0,22.8,27.1,88,11.450000000000003,18.512500000000003,13
2023-08-14,4656,20,4.2,28.2,90.95833333333333,7.983333333333333,13.220833333333337,12.983333333333333
2023-08-15,4322,0,11.5,28.5,86.29166666666667,4.158333333333332,6.758333333333334,12.983333333333333
2023-08-16,4902,0,9.7,29,86.875,7.041666666666665,12.191666666666665,12.95
2023-08-17,5018,45,9.3,29.3,87.29166666666667,5.729166666666667,8.804166666666667,12.933333333333334
2023-08-18,4439,0,0.6,29.2,84.58333333333333,6.391666666666667,10.6375,12.916666666666666
2023-08-19,4861,10,0.8,28.9,78.91666666666667,15.091666666666667,23.666666666666657,12.883333333333333
2023-08-20,5085,10,0.7,29.2,81,13.854166666666666,21.795833333333334,12.866666666666667
2023-08-21,5176,35,0.3,29.7,82.04166666666667,7.633333333333334,13.041666666666664,12.85
2023-08-22,4827,0,12.7,27.7,77.625,8.483333333333333,14.504166666666668,12.833333333333334
2023-08-23,4881,20,12.8,27.1,89.79166666666667,11.095833333333333,19.141666666666666,12.816666666666666
2023-08-24,4750,0,14.9,27.2,91.375,10.583333333333332,17.512499999999996,12.783333333333333
2023-08-25,4017,0,29.8,26.5,91.29166666666667,10.037499999999998,16.78333333333333,12.766666666666667
2023-08-26,4593,30,40.5,26.9,94.54166666666667,10.416666666666664,17.183333333333334,12.75
2023-08-27,4933,0,6,28.3,90.29166666666667,11.8375,19.683333333333337,12.716666666666667
2023-08-28,4954,15,3.7,28.8,87.08333333333333,10.687500000000002,18.349999999999998,12.7
2023-08-29,4940,10,0.3,29.6,84.54166666666667,7.470833333333334,12.987499999999999,12.666666666666666
2023-08-30,5141,25,0.2,31,83.375,4.116666666666667,5.833333333333333,12.666666666666666
2023-08-31,5079,40,7.6,29.6,77.5,4.433333333333334,6.825000000000002,12.65
2023-09-01,4439,0,3.3,29.5,86,5.233333333333334,8.733333333333333,12.616666666666667
2023-09-02,4997,10,4.5,29.8,85.54166666666667,6.5625,11.258333333333331,12.6
2023-09-03,4976,80,10.1,29.2,84.29166666666667,4.6000000000000005,8.2625,12.583333333333334
2023-09-04,5169,60,0.2,29.4,86.875,5.641666666666667,9.299999999999999,12.55
2023-09-05,5117,42,0.8,30.2,81.45833333333333,7.570833333333334,12.854166666666666,12.533333333333333
2023-09-06,4731,50,3.4,29.1,80.04166666666667,4.966666666666667,9.054166666666665,12.516666666666667
2023-09-07,4903,0,7.1,27.8,83.625,8.270833333333332,13.600000000000001,12.483333333333333
2023-09-08,4265,0,17.3,27.4,86.04166666666667,13.7125,21.65416666666667,12.466666666666667
2023-09-09,4905,5,0.7,29,89.41666666666667,14.108333333333333,23.187499999999996,12.433333333333334
2023-09-10,5021,80,7.6,29.6,82.5,6.958333333333333,12.070833333333333,12.4
2023-09-11,5044,27,7.9,28.7,82.95833333333333,4.65,8.795833333333333,12.383333333333333
2023-09-12,4891,0,13.2,28.6,86.75,5.604166666666667,9.345833333333333,12.366666666666667
2023-09-13,4929,0,0.2,28.8,86.16666666666667,5.75,9.725,12.35
2023-09-14,4909,15,1.5,28.3,80.08333333333333,11.0375,18.016666666666662,12.316666666666666
2023-09-15,4426,0,4.7,28.1,81.91666666666667,16.99583333333333,26.36666666666667,12.3
2023-09-16,5091,0,0.6,29.2,84.95833333333333,11.616666666666667,19.075,12.283333333333333
2023-09-17,5472,25,4.7,29.8,81.58333333333333,6.3374999999999995,10.924999999999999,12.25
2023-09-18,5146,0,12.9,27.4,82.125,4.883333333333334,8.3375,12.233333333333333
2023-09-19,4721,0,14.9,27.4,90.45833333333333,7.8041666666666645,13.170833333333336,12.216666666666667
2023-09-20,4764,0,8,26.7,86.25,11.804166666666669,19.287499999999998,12.183333333333334
2023-09-21,4705,0,7.5,27.3,89.33333333333333,15.799999999999999,26.245833333333326,12.166666666666666
2023-09-22,4097,0,9.1,27.4,86.45833333333333,15.866666666666662,25.14583333333334,12.15
2023-09-23,4656,0,13.4,27.4,88.83333333333333,12.508333333333331,20.5125,12.116666666666667
2023-09-24,4692,0,9.4,27.8,88.58333333333333,10.800000000000002,18.404166666666665,12.1
2023-09-25,4927,0,8.2,27.9,86.66666666666667,9.6125,16.487499999999997,12.083333333333334
2023-09-26,5017,22,0.7,29.1,86.08333333333333,5.791666666666668,10.412499999999998,12.05
2023-09-27,5078,0,1.1,29.8,82.83333333333333,4.420833333333333,6.354166666666667,12.033333333333333
2023-09-28,4863,0,0.6,30.4,81.58333333333333,3.0333333333333337,5.845833333333335,12.016666666666667
2023-09-29,4257,0,3.8,29.7,79.91666666666667,5.758333333333333,9.141666666666667,11.983333333333333
2023-09-30,4849,19,4.7,28.1,84.66666666666667,5.979166666666667,10.725000000000001,11.966666666666667
