date,power_demand,load_shed,rainfall,mean_temperature,relativehumidity_2m,windspeed_100m
2016-02-17,2575,0,0,25.1,74.91666666666667,8.145833333333334
2016-02-18,2693,0,0,25.6,70.29166666666667,6.041666666666665
2016-02-19,2331,0,0,25.8,70.75,10.154166666666669
2016-02-20,2647,0,0,26.4,70.75,16.470833333333335
2016-02-21,2322,0,0,27.6,70.45833333333333,14.020833333333334
2016-02-22,2763,0,0,26.4,63.583333333333336,16.916666666666664
2016-02-23,2865,0,0,24.8,56.375,15.454166666666666
2016-02-24,2386,0,13.3,23.6,64.75,9.320833333333331
2016-02-25,2670,0,6,22.9,81.83333333333333,10.691666666666668
2016-02-26,2308,0,0.1,23.9,85.875,10.6875
2016-02-27,2688,0,1.4,23.7,74.83333333333333,10.483333333333333
2016-02-28,2685,0,0.1,24.3,81.25,10.850000000000001
2016-02-29,2811,0,0,24.8,75.91666666666667,6.229166666666667
2016-03-01,2783,0,0,24.8,66.70833333333333,7.329166666666668
2016-03-02,2687,0,0,25.4,70.25,8.920833333333333
2016-03-03,2816,0,0,25.7,70.04166666666667,7.704166666666666
2016-03-04,2516,0,0,26.2,70.08333333333333,7.0375000000000005
2016-03-05,2883,0,0,26.2,68.08333333333333,10.458333333333334
2016-03-06,2429,0,0.1,26.4,72.83333333333333,8.175
2016-03-07,2619,0,0,26.3,76.91666666666667,6.9916666666666645
2016-03-08,2796,0,0,26.8,70.625,10.441666666666665
2016-03-09,3054,0,0,27.7,67.25,15.541666666666671
2016-03-10,3025,0,0.3,27.9,63.291666666666664,16.458333333333332
2016-03-11,2642,0,0,28.2,68.125,15.5875
2016-03-12,2932,0,0,28.6,68.83333333333333,15.10416666666667
2016-03-13,2874,0,0,28.3,63.25,16.249999999999996
2016-03-14,2773,0,0,26.7,58.083333333333336,21.30833333333333
2016-03-15,3000,0,0,26.4,58.791666666666664,14.40833333333333
2016-03-16,2941,0,1.2,26.4,60.375,10.304166666666669
2016-03-17,2699,0,0,26.6,69.75,10.75
2016-03-18,2588,0,0,26,54.208333333333336,11.2125
2016-03-19,2799,0,6.4,26.3,54.791666666666664,12.204166666666666
2016-03-20,2849,0,7.4,24.5,79.20833333333333,14.670833333333336
2016-03-21,2943,0,6.9,26.5,87.625,13.295833333333333
2016-03-22,3000,74,0,27.9,83.75,14.408333333333333
2016-03-23,2938,0,0,27.1,70.58333333333333,17.241666666666667
2016-03-24,2885,0,0,26.4,65.20833333333333,13.15
2016-03-25,2644,0,0,26.9,65.125,11.120833333333335
2016-03-26,2575,0,0.1,27.7,61.125,12.570833333333333
2016-03-27,2966,0,4.6,27.6,67.58333333333333,10.570833333333333
2016-03-28,2616,0,20.1,26,72.83333333333333,19.9125
2016-03-29,2254,0,3.8,25.7,83.95833333333333,18.895833333333336
2016-03-30,2565,0,12.8,25.1,85.66666666666667,12.137499999999998
2016-03-31,2322,0,56.9,22.8,81.875,13.429166666666665
2016-04-01,2081,0,22.8,22.6,93.08333333333333,12.979166666666666
2016-04-02,2573,0,4,23.5,88.45833333333333,13.399999999999999
2016-04-03,2543,0,13.4,23.9,87.5,12.420833333333333
2016-04-04,2794,0,9.2,25,92.58333333333333,12.816666666666668
2016-04-05,2811,0,31.9,26.2,90.70833333333333,8.929166666666667
2016-04-06,3077,0,0,28.8,90.04166666666667,20.974999999999998
2016-04-07,3078,0,0,29.2,82.5,27.466666666666665
2016-04-08,2924,0,0,29,82.66666666666667,27.304166666666664
2016-04-09,3081,0,0,29.6,80.08333333333333,21.779166666666665
2016-04-10,3268,0,0,29.6,80.95833333333333,23.325000000000003
2016-04-11,2843,0,0,30,80.04166666666667,23.274999999999995
2016-04-12,3205,0,0,30.4,78.875,23.95416666666667
2016-04-13,3214,0,0,30.2,75.79166666666667,22.88333333333334
2016-04-14,2676,0,1.3,29.5,74.375,19.445833333333336
2016-04-15,2826,0,1.8,29.5,76.79166666666667,24.925
2016-04-16,3038,0,2.3,29.1,77.375,24.47916666666667
2016-04-17,3205,0,5.6,29,78.25,28.579166666666662
2016-04-18,2953,0,13.8,28.4,81.33333333333333,19.1875
2016-04-19,3235,78,8.2,29.4,82.83333333333333,22.266666666666662
2016-04-20,3202,0,0,29.9,79.625,18.904166666666665
2016-04-21,3094,0,0,30,74.58333333333333,30.1125
2016-04-22,2952,0,0.2,30.5,75.16666666666667,34.10416666666667
2016-04-23,3041,0,0.2,30.7,74.83333333333333,33.1625
2016-04-24,3150,287,0.1,31.4,75.33333333333333,35.487500000000004
2016-04-25,3000,177,0.6,30.3,69.04166666666667,24.133333333333336
2016-04-26,3090,346,0.2,30.6,75.66666666666667,24.8875
2016-04-27,3020,240,5,30.3,71.875,24.058333333333334
2016-04-28,3067,70,0.1,30.9,74.04166666666667,21.89166666666667
2016-04-29,3115,0,0,31.3,73.25,23.500000000000004
2016-04-30,2980,333,0.5,31.3,72.79166666666667,24.204166666666666
2016-05-01,2399,0,7.2,30,72.54166666666667,21.99166666666667
2016-05-02,2687,0,33.2,25.5,73.83333333333333,23.96666666666667
2016-05-03,2820,93,17.6,25.9,85.33333333333333,20.033333333333335
2016-05-04,2839,0,20.6,26.2,82.875,16.270833333333332
2016-05-05,2913,0,12.5,27.2,83.45833333333333,14.600000000000001
2016-05-06,2562,0,6.8,28,83.70833333333333,11.399999999999999
2016-05-07,2744,0,2.6,28.2,83.04166666666667,11.108333333333333
2016-05-08,3009,0,2,27.9,82.25,11.049999999999997
2016-05-09,2946,0,2.1,29.1,79.58333333333333,7.854166666666667
2016-05-10,3060,96,0,29.5,81.33333333333333,6.249999999999999
2016-05-11,3040,90,0,30.3,79.625,4.3
2016-05-12,2012,0,0.3,30.1,74.29166666666667,4.1625000000000005
2016-05-13,2251,0,43.8,26.5,75.45833333333333,7.954166666666667
2016-05-14,2801,0,8.2,28.6,89.95833333333333,14.60416666666667
2016-05-15,2778,0,0.3,29.7,83.58333333333333,18.950000000000003
2016-05-16,2910,51,14.6,29.6,78.41666666666667,24.679166666666674
2016-05-17,3020,127,2,29.7,78.625,29.149999999999995
2016-05-18,2890,42,8.4,29.1,76.79166666666667,28.825000000000003
2016-05-19,2980,52,11,26.6,79.33333333333333,21.01666666666667
2016-05-20,2550,0,6,25.5,88,16.7125
2016-05-21,2490,0,93,24.2,91.25,19.35833333333333
2016-05-22,2600,0,1.2,27.1,92,34.42916666666668
2016-05-23,2835,0,3.8,28.1,83.04166666666667,15.358333333333334
2016-05-24,2865,0,7.8,28.9,86.20833333333333,14.687499999999998
2016-05-25,2459,0,42.5,27.6,83.625,11.370833333333335
2016-05-26,2706,0,2.5,28,87.83333333333333,14.2125
2016-05-27,2742,0,7.8,27.8,84.70833333333333,14.899999999999999
2016-05-28,2785,0,26.7,26.1,85.25,15.945833333333333
2016-05-29,2946,0,6.1,28,92.41666666666667,11.8375
2016-05-30,2915,63,5.7,28.7,86.29166666666667,12.037500000000001
2016-05-31,2900,0,5.9,28.3,84.70833333333333,8.887499999999998
2016-06-01,2904,70,5,28,86,10.504166666666666
2016-06-02,3143,40,1.8,28.6,86.5,9.687500000000002
2016-06-03,3000,26,0,29.1,81.95833333333333,11.016666666666667
2016-06-04,3100,107,0.8,28.9,78.58333333333333,13.841666666666663
2016-06-05,3101,0,4.1,28.8,81.95833333333333,14.466666666666669
2016-06-06,3110,77,2.2,27.7,82.5,15.050000000000002
2016-06-07,2893,0,8.3,27.1,86.33333333333333,15.366666666666667
2016-06-08,3215,30,4.8,27.4,87.41666666666667,17.695833333333333
2016-06-09,3064,0,9.3,27.3,86.83333333333333,16.141666666666666
2016-06-10,3089,0,2.9,28.9,88.20833333333333,17.825
2016-06-11,2959,0,24.7,28.4,83.16666666666667,9.266666666666666
2016-06-12,2714,0,34.2,27.7,88.95833333333333,18.191666666666666
2016-06-13,2972,0,17.8,27.5,91.58333333333333,16.629166666666666
2016-06-14,3165,0,20.3,27.7,92.20833333333333,17.26666666666667
2016-06-15,3181,0,10.8,26.6,89.70833333333333,15.299999999999999
2016-06-16,3291,0,10,27.2,90.875,14.624999999999998
2016-06-17,3080,0,16.3,27.6,88.25,13.274999999999999
2016-06-18,3162,0,2.5,27.7,86.54166666666667,17.304166666666664
2016-06-19,3208,0,2.5,28,84.83333333333333,25.525000000000006
2016-06-20,3190,45,1,28.7,83.91666666666667,21.295833333333334
2016-06-21,3245,0,0.7,28.6,80.54166666666667,19.433333333333334
2016-06-22,3320,97,7.8,28.4,83,17.2625
2016-06-23,3334,0,11.1,28,84.79166666666667,16.7
2016-06-24,3097,0,3.1,28.8,88.83333333333333,13.054166666666669
2016-06-25,3371,0,0.8,28.7,82.66666666666667,15.054166666666665
2016-06-26,3375,53,4,28.7,78.04166666666667,12.833333333333334
2016-06-27,3250,52,0.3,29.2,77.83333333333333,8.399999999999999
2016-06-28,3300,42,0.4,29.4,78.45833333333333,19.041666666666668
2016-06-29,3354,0,3.6,29.3,79.41666666666667,18.375000000000004
2016-06-30,3380,0,1.1,29.1,81.29166666666667,16.59583333333333
2016-07-01,3057,0,14.9,28,81.75,16.741666666666664
2016-07-02,2943,0,7.7,27.5,85.375,23.52083333333333
2016-07-03,2796,0,38,27,88.25,29.46249999999999
2016-07-04,2397,0,19.6,26.7,91.58333333333333,30.495833333333337
2016-07-05,2007,0,15,26.7,92.91666666666667,26.887500000000003
2016-07-06,2083,0,9.2,26.3,94,23.27916666666667
2016-07-07,2063,0,0.5,28.5,94.625,18.220833333333335
2016-07-08,2037,0,5.3,28.5,84.91666666666667,19.479166666666668
2016-07-09,2036,0,7.3,27.8,85.33333333333333,18.133333333333333
2016-07-10,2266,0,2.3,27.9,86.04166666666667,24
2016-07-11,2553,0,3.8,28.1,85.75,20.87083333333333
2016-07-12,2665,0,7.4,28.1,82.83333333333333,27.52916666666667
2016-07-13,2831,0,9.1,28,84.79166666666667,25.64583333333334
2016-07-14,2909,0,8.4,28.4,85.70833333333333,20.45416666666667
2016-07-15,2740,0,6.8,27.7,85,19.80416666666667
2016-07-16,2799,0,67.7,26.5,87.08333333333333,24.320833333333336
2016-07-17,2840,0,15.8,26.6,93.20833333333333,28.05
2016-07-18,2983,0,16.4,27.1,91.70833333333333,25.66666666666666
2016-07-19,3007,0,8.5,27.1,91.16666666666667,23.55416666666666
2016-07-20,3029,0,9.7,28,90.16666666666667,19.891666666666666
2016-07-21,3042,0,3.4,27.5,87.33333333333333,19.429166666666667
2016-07-22,2653,0,0.5,26.9,88.08333333333333,22.629166666666666
2016-07-23,2866,0,8.5,27,87.20833333333333,23.862499999999997
2016-07-24,2913,0,4.3,26.9,87.45833333333333,23.545833333333338
2016-07-25,2949,0,8.4,26,86.95833333333333,23.791666666666657
2016-07-26,2956,0,9.3,26,91.33333333333333,23.095833333333342
2016-07-27,3012,0,0.4,27.7,90.95833333333333,16.75833333333333
2016-07-28,3050,0,0.2,28.4,81.54166666666667,11.2125
2016-07-29,2903,0,9,28.2,80.75,10.779166666666667
2016-07-30,2779,0,13.5,28,86.08333333333333,7.2875000000000005
2016-07-31,3040,62,4.3,28.7,85.125,6.262499999999998
2016-08-01,3132,0,7.3,27.9,82.54166666666667,9.845833333333333
2016-08-02,3142,0,3.5,27.2,82.95833333333333,11.708333333333334
2016-08-03,3180,60,0.6,28.2,84.91666666666667,22.233333333333334
2016-08-04,3037,98,1.3,28.7,80.54166666666667,22.208333333333332
2016-08-05,2837,0,1.4,28.2,79.08333333333333,26.808333333333334
2016-08-06,3092,0,1.6,27.7,81.16666666666667,28.900000000000002
2016-08-07,3085,0,11.7,26.9,83.79166666666667,28.275000000000002
2016-08-08,2962,50,2.6,27.4,90.41666666666667,21.404166666666665
2016-08-09,3020,63,10.8,26.7,86.625,20.15416666666667
2016-08-10,2974,0,19.8,25.7,89.125,28.2375
2016-08-11,3034,0,6,26.9,93.125,40.112500000000004
2016-08-12,2823,0,6,27.5,89.04166666666667,29.00833333333334
2016-08-13,2976,62,13.4,28,86.08333333333333,21.458333333333332
2016-08-14,3115,97,3.1,28.5,86.625,18.083333333333332
2016-08-15,2897,0,1.1,29,86.125,14.766666666666671
2016-08-16,2509,0,9,28.8,81.95833333333333,14.041666666666664
2016-08-17,3064,0,7.9,27.2,82.66666666666667,16.783333333333335
2016-08-18,3100,37,9.7,27.3,83.875,37.44166666666667
2016-08-19,2914,0,1.6,28.3,87.20833333333333,27.566666666666663
2016-08-20,3125,38,4.2,29,82.45833333333333,15.4625
2016-08-21,,,59,26.5,83.79166666666667,10.533333333333333
2016-08-22,3134,0,8.1,27.1,91.04166666666667,21.8125
2016-08-23,3118,40,0,28.3,81.33333333333333,20.604166666666668
2016-08-24,3030,100,0,29.6,79.625,6.533333333333334
2016-08-25,3310,244,1,30,77.95833333333333,6.245833333333334
2016-08-26,2900,96,6.7,29.1,81.91666666666667,8.266666666666667
2016-08-27,3131,96,3.2,29.5,83.375,7.966666666666665
2016-08-28,3172,82,7.3,28.1,82.45833333333333,11.004166666666668
2016-08-29,3300,106,0.7,28.7,84.5,11.933333333333335
2016-08-30,3250,55,7.4,28.8,79.66666666666667,8.075000000000001
2016-08-31,3255,131,5.2,27.9,80.91666666666667,15.100000000000001
2016-09-01,3100,24,4.9,27.7,85.5,19.225
2016-09-02,3040,95,10.1,27.7,87.5,19.366666666666664
2016-09-03,3225,117,11.9,28,87.79166666666667,18.041666666666668
2016-09-04,3224,100,5.9,27.9,85.25,16.3375
2016-09-05,3280,97,1.9,28,85.08333333333333,21.1125
2016-09-06,3330,147,7.8,27.7,84.20833333333333,27.29583333333333
2016-09-07,3250,113,3.6,28.1,85.75,27.40833333333333
2016-09-08,3260,0,0.5,28.3,83.91666666666667,22.075
2016-09-09,2978,0,0.5,28.6,81.45833333333333,18.05416666666667
2016-09-10,2807,0,0.6,28.4,80.20833333333333,17.133333333333333
2016-09-11,2488,0,3.8,27.9,82.41666666666667,14.962499999999997
2016-09-12,2218,0,20.9,27,84.66666666666667,12.166666666666664
2016-09-13,2151,0,19.9,26.4,88,9.7375
2016-09-14,2115,0,10.7,27,91.125,8.8
2016-09-15,2212,0,2,28.4,87.16666666666667,7.762499999999998
2016-09-16,2212,0,0.9,28.8,81.70833333333333,7.0666666666666655
2016-09-17,2477,0,18,27.9,80.75,9.466666666666667
2016-09-18,2716,52,1.1,28.4,86.375,9.654166666666667
2016-09-19,2744,43,10.3,28.1,81.83333333333333,9.491666666666667
2016-09-20,2860,42,10.3,27.9,86.5,8.3625
2016-09-21,2909,50,28.8,27.2,87.54166666666667,7.745833333333334
2016-09-22,3000,35,8,27.9,91.125,6.083333333333336
2016-09-23,2814,0,6,27.9,86.875,8.987499999999999
2016-09-24,3078,0,10.7,27.1,85.29166666666667,13.345833333333331
2016-09-25,3191,0,9.2,27.6,87.16666666666667,15.950000000000001
2016-09-26,2959,0,6.6,28,85.75,11.237499999999999
2016-09-27,3084,0,2.7,27.8,87.04166666666667,5.408333333333334
2016-09-28,3015,28,1.8,27.8,85.625,5.05
2016-09-29,3049,0,5.3,28.2,87,7.570833333333333
2016-09-30,2947,0,1.3,28.5,84.79166666666667,11.370833333333332
2016-10-01,3115,76,3,28.4,82.29166666666667,10.558333333333334
2016-10-02,3114,22,2,28.7,84.25,8.170833333333333
2016-10-03,3320,79,10,28.5,83.79166666666667,6.233333333333333
2016-10-04,3194,60,10.4,28.7,85.16666666666667,10.204166666666667
2016-10-05,3236,28,7.8,27.6,84.54166666666667,9.054166666666665
2016-10-06,3162,0,1.8,27,88.125,9.587499999999997
2016-10-07,2958,0,4.5,27.3,87.75,7.425000000000001
2016-10-08,3238,0,11.5,26.9,87.70833333333333,8.929166666666669
2016-10-09,3250,0,9.8,27,88,14.949999999999998
2016-10-10,3162,0,12.3,26.4,87.29166666666667,14.295833333333329
2016-10-11,2865,0,24.1,25.2,89.66666666666667,18.86666666666667
2016-10-12,2947,0,16.9,25.4,94.29166666666667,23.608333333333334
2016-10-13,3061,0,1.1,26.7,91.54166666666667,15.9625
2016-10-14,2775,0,0.3,26.8,89.08333333333333,10.233333333333333
2016-10-15,3240,89,0.1,26.7,84.45833333333333,7.250000000000001
2016-10-16,3438,0,0,27.3,79.95833333333333,9.937500000000002
2016-10-17,3239,30,0,27.8,77.79166666666667,13.645833333333336
2016-10-18,3123,0,0.1,28.1,79.125,13.937500000000002
2016-10-19,3271,0,0,27.9,81.29166666666667,9.541666666666668
2016-10-20,3197,0,0,27.6,81.58333333333333,10.320833333333331
2016-10-21,2909,0,0,26.9,77.66666666666667,13.162500000000001
2016-10-22,3183,0,0,26.1,78.45833333333333,11.612499999999999
2016-10-23,3187,0,0,25.6,74.75,10.791666666666666
2016-10-24,3255,0,0,25.8,75.875,11.987499999999999
2016-10-25,3212,0,0,26.3,76.91666666666667,12.866666666666667
2016-10-26,3253,0,0.6,26.4,77.79166666666667,8.358333333333333
2016-10-27,3041,0,7.5,25.8,81.83333333333333,6.345833333333331
2016-10-28,2679,0,2.8,25.5,88.75,7.754166666666666
2016-10-29,3071,0,2.6,25.8,88.20833333333333,5.9375
2016-10-30,3122,0,0.5,25.7,85.41666666666667,9.662500000000001
2016-10-31,3217,0,0.3,26.7,84.25,5.716666666666668
2016-11-01,3077,0,0.8,27.2,81.16666666666667,9.075
2016-11-02,3155,0,3,27,79.95833333333333,10.208333333333332
2016-11-03,3178,0,0.2,27.4,79,9.104166666666668
2016-11-04,2520,0,11.6,25.1,81.54166666666667,9.9625
2016-11-05,2586,0,10,23,91.375,8.79166666666667
2016-11-06,2507,0,30.1,22.2,92.45833333333333,15.625
2016-11-07,2680,0,0,23.9,85.41666666666667,23.34583333333333
2016-11-08,2747,0,0.5,24.1,82.91666666666667,11.266666666666666
2016-11-09,2800,0,0,23.7,82.83333333333333,8.370833333333334
2016-11-10,2798,0,0,23.7,81.16666666666667,6.070833333333334
2016-11-11,2263,0,0,24,74.875,6.645833333333333
2016-11-12,2694,0,0,24.4,72.5,5.883333333333334
2016-11-13,2822,0,0,23.8,74,3.0875000000000004
2016-11-14,2798,0,0,23.5,76.45833333333333,5.970833333333332
2016-11-15,2811,0,0,22.6,76.375,13.354166666666666
2016-11-16,2776,0,0,22.5,73.75,14.954166666666667
2016-11-17,2715,0,0,22.5,77.29166666666667,12.916666666666666
2016-11-18,2258,0,0,21.8,75,13.291666666666664
2016-11-19,2672,0,0,21.4,76.58333333333333,10.966666666666663
2016-11-20,2712,0,0,22.3,76.375,8.287500000000001
2016-11-21,2642,0,0,22.4,75.45833333333333,4.275
2016-11-22,2708,0,0,22.1,74.70833333333333,3.6333333333333315
2016-11-23,2689,0,0,22.1,76.45833333333333,4.6625000000000005
2016-11-24,2636,0,0,22.4,74.29166666666667,3.720833333333333
2016-11-25,2182,0,0,22.5,72.95833333333333,3.283333333333332
2016-11-26,2536,0,0,22.6,72.70833333333333,4.75
2016-11-27,2603,0,0,22.6,72.54166666666667,5.975000000000001
2016-11-28,2665,0,0,22.1,72.16666666666667,5.2333333333333325
2016-11-29,2698,0,0,22.7,75.70833333333333,7.470833333333332
2016-11-30,2746,0,0,22.9,75.5,7.324999999999998
2016-12-01,2638,0,0,22.3,74.58333333333333,6.083333333333333
2016-12-02,2239,0,0,22.9,78.91666666666667,5.449999999999999
2016-12-03,2617,0,0,22.5,75.41666666666667,5.920833333333334
2016-12-04,2681,0,0,22.3,74.625,11.704166666666664
2016-12-05,2657,0,0,22,72.08333333333333,17.025
2016-12-06,2608,0,0,21.7,75.66666666666667,14.537500000000001
2016-12-07,2661,0,0,21.1,75.875,11.512500000000001
2016-12-08,2646,0,0,20.9,74.20833333333333,9.0375
2016-12-09,2161,0,0,20.7,71.5,11.591666666666669
2016-12-10,2481,0,0,20.6,76.04166666666667,13.908333333333331
2016-12-11,2508,0,0,20.2,77.25,13.820833333333333
2016-12-12,2537,0,0,19.9,75.95833333333333,12.9125
2016-12-13,2315,0,0,19.5,74.875,13.641666666666666
2016-12-14,2532,0,0,19.5,75.58333333333333,14.116666666666669
2016-12-15,2503,0,0,20.1,76.75,13.516666666666667
2016-12-16,1862,0,0,19.9,74.91666666666667,13.5625
2016-12-17,2406,0,0,20.3,74.04166666666667,11.2125
2016-12-18,2445,0,0,20.7,74.83333333333333,10.629166666666668
2016-12-19,2475,0,0,21.4,74.83333333333333,8.7875
2016-12-20,,,0,21.1,70.5,12.329166666666664
2016-12-21,2479,0,0,19.7,68.08333333333333,9.774999999999999
2016-12-22,2476,0,0,20.8,71.625,10.437500000000002
2016-12-23,2032,0,0,21.3,73.08333333333333,9.366666666666665
2016-12-24,2509,0,0,21.2,77.125,6.0375000000000005
2016-12-25,2462,0,0,21.5,79.125,6.320833333333332
2016-12-26,2614,0,0,21.6,78.125,5.016666666666667
2016-12-27,2549,0,0,20.9,77.125,7.004166666666667
2016-12-28,2556,0,0,19.7,76.08333333333333,11.9
2016-12-29,2509,0,0,20.3,78.95833333333333,12.35416666666667
2016-12-30,2044,0,0,20.4,77.91666666666667,11.291666666666666
2016-12-31,2367,0,0,20.3,78,9.387500000000001
2017-01-01,2357,0,0,20,76.625,7.141666666666666
2017-01-02,2452,0,0,20.1,79.91666666666667,6.762499999999999
2017-01-03,2569,0,0,20.4,74.125,11.341666666666667
2017-01-04,2530,0,0,20,73.75,13.33333333333333
2017-01-05,2527,0,0,19.4,72.54166666666667,16.041666666666664
2017-01-06,2004,0,0,19.3,74.95833333333333,15.725
2017-01-07,2436,0,0,18.7,73.66666666666667,14.983333333333336
2017-01-08,2463,0,0,18.7,73.70833333333333,13.737499999999999
2017-01-09,2571,0,0,19.2,73.375,12.754166666666668
2017-01-10,2471,0,0,18.8,68.29166666666667,12.724999999999996
2017-01-11,2502,0,0,18.5,70.45833333333333,17.320833333333336
2017-01-12,2454,0,0,18.2,74.75,14.12916666666667
2017-01-13,1990,0,0,16.6,67,20.616666666666664
2017-01-14,2382,0,0,15.4,55.833333333333336,19.533333333333335
2017-01-15,,,0,16.5,58.5,18.65416666666667
2017-01-16,2427,0,0,17.2,65.54166666666667,16.954166666666666
2017-01-17,2432,0,0,17.9,68.45833333333333,16.300000000000004
2017-01-18,2496,0,0,18.6,68.75,12.358333333333336
2017-01-19,,,0,19.2,68.54166666666667,16.083333333333332
2017-01-20,2080,0,0,19.2,67.33333333333333,17.783333333333335
2017-01-21,2513,0,0,19,67.5,17.058333333333334
2017-01-22,2436,0,0,19.6,68.375,15.283333333333333
2017-01-23,2479,0,0,19.8,71.125,14.987499999999999
2017-01-24,2551,0,0,20,71.41666666666667,15.245833333333332
2017-01-25,2549,0,0,20.3,69.875,12.320833333333335
2017-01-26,2568,0,0,20.8,70.625,8.4375
2017-01-27,2118,0,0,20.9,67.25,8.429166666666667
2017-01-28,2560,0,0.3,21.1,72.04166666666667,10.308333333333334
2017-01-29,2517,0,0,20,75.66666666666667,12.475
2017-01-30,2561,0,0,19.9,67.33333333333333,15.7875
2017-01-31,2543,0,0,19.8,69.41666666666667,15.47916666666667
2017-02-01,2555,0,0,19.7,69.375,13.120833333333332
2017-02-02,2516,0,0,20,68.70833333333333,13.904166666666667
2017-02-03,2098,0,0,19.7,65.91666666666667,16.970833333333335
2017-02-04,2477,0,0,20.9,70.58333333333333,13.033333333333337
2017-02-05,2706,0,0,21.5,70.45833333333333,9.275
2017-02-06,2615,0,0,21.8,67.25,8.2125
2017-02-07,2695,0,0,21.8,64.70833333333333,9.454166666666667
2017-02-08,2634,0,0,21.3,67.83333333333333,12.358333333333334
2017-02-09,2602,0,0,20.6,61,15.737500000000002
2017-02-10,2115,0,0,22,62.291666666666664,14.062500000000002
2017-02-11,2619,0,0,22.1,61.083333333333336,7.9916666666666645
2017-02-12,2601,0,0,22.8,66.29166666666667,9.812500000000002
2017-02-13,2726,0,0,23,59.791666666666664,13.862499999999999
2017-02-14,2632,0,0.1,23.1,59.708333333333336,11.195833333333335
2017-02-15,2670,0,0,22.5,67.375,11.483333333333333
2017-02-16,2763,0,0,22.7,61.333333333333336,13.020833333333334
2017-02-17,2236,0,0,22.9,61.708333333333336,14.545833333333333
2017-02-18,2645,0,0,23.6,59.875,12.35
2017-02-19,2761,0,0,23.9,60.291666666666664,10.9125
2017-02-20,2756,0,0.3,23.7,67.29166666666667,7.941666666666666
2017-02-21,2343,0,0.3,25.5,79.41666666666667,16.48333333333333
2017-02-22,2926,0,0.3,25.4,75.125,28.287499999999994
2017-02-23,2753,0,1.4,25,74.75,25.641666666666666
2017-02-24,2255,0,0,22.8,69.16666666666667,14.520833333333336
2017-02-25,2617,0,0,21.6,55.208333333333336,10.995833333333335
2017-02-26,2690,0,0,21.9,52.541666666666664,12.424999999999997
2017-02-27,2794,0,0,22.7,53.666666666666664,9.304166666666665
2017-02-28,2780,0,0,22.9,55.958333333333336,11.200000000000001
2017-03-01,2769,0,0,23.3,55.375,11.833333333333334
2017-03-02,2913,0,0,24.8,55.416666666666664,9.683333333333334
2017-03-03,2580,0,0.3,25.7,58.666666666666664,12.620833333333332
2017-03-04,2913,0,0,24.8,63.041666666666664,15.095833333333331
2017-03-05,2576,0,0.4,24.5,68.41666666666667,17.329166666666673
2017-03-06,2756,0,5,23.8,75.91666666666667,19.245833333333334
2017-03-07,2916,0,0,24.1,82.83333333333333,12.350000000000003
2017-03-08,2645,0,1.8,23.6,76.58333333333333,5.566666666666666
2017-03-09,2734,0,0,23,81.16666666666667,10.5875
2017-03-10,2243,0,6.4,23.8,80.33333333333333,9.920833333333333
2017-03-11,2587,0,32.1,23.1,86.41666666666667,15.920833333333334
2017-03-12,2777,0,0.2,23.2,91.16666666666667,16.195833333333333
2017-03-13,2725,0,0,22.5,77.5,12.183333333333335
2017-03-14,2750,0,0,21.3,58.875,12.466666666666663
2017-03-15,2618,0,0,21.4,62.25,12.866666666666667
2017-03-16,2774,0,0,21.9,60.916666666666664,12.254166666666665
2017-03-17,2500,0,0.1,23.6,58,12.366666666666665
2017-03-18,2476,0,12.1,22.5,61.416666666666664,11.279166666666669
2017-03-19,2817,0,0.5,23.6,87.66666666666667,14.958333333333334
2017-03-20,2557,0,2,20.6,74.375,9.570833333333335
2017-03-21,2737,0,0,21.2,75.58333333333333,15.712499999999997
2017-03-22,2764,0,0,23.6,74,8.241666666666667
2017-03-23,2979,0,0.2,24.9,70.91666666666667,8.066666666666665
2017-03-24,2724,0,0,26.1,71.54166666666667,8.333333333333334
2017-03-25,2503,0,4.4,25.7,73.25,12.512500000000001
2017-03-26,2426,0,2.4,25.7,81.70833333333333,16.845833333333335
2017-03-27,3078,0,1.7,26.5,79.5,9.983333333333333
2017-03-28,3121,0,0.8,26.5,80.33333333333333,11.841666666666667
2017-03-29,3050,0,12.1,25.9,78.66666666666667,15.875
2017-03-30,2986,0,3.3,27.9,85.625,18.025000000000002
2017-03-31,2937,0,2.5,27.5,79.83333333333333,24.750000000000004
2017-04-01,3241,0,5.9,27.7,81.79166666666667,22.150000000000002
2017-04-02,3115,0,2.8,27.6,77.83333333333333,27.591666666666658
2017-04-03,3003,0,21.4,26.8,78.625,33.479166666666664
2017-04-04,3137,0,28.8,25.6,82.29166666666667,30.20833333333333
2017-04-05,2626,0,33.5,24.9,86.29166666666667,23.083333333333332
2017-04-06,3070,0,1.2,26.4,88.875,16.912499999999998
2017-04-07,2952,0,0,28,84.91666666666667,11.566666666666665
2017-04-08,3236,0,0.2,28.3,83.04166666666667,12.779166666666667
2017-04-09,3284,0,1.1,28.5,82.58333333333333,13.474999999999996
2017-04-10,3499,0,0,28.3,83.25,16
2017-04-11,3322,0,0,28,75.5,17.304166666666664
2017-04-12,3357,0,0,27.4,71.375,13.941666666666668
2017-04-13,3361,0,0,28.1,75.16666666666667,9.4125
2017-04-14,2891,0,0,28.4,70,7.604166666666667
2017-04-15,3379,0,0.3,27.6,66.45833333333333,8.5125
