date,power_demand,load_shed,rainfall,mean_apparent_temperature
2020-01-01,230,0,0.2,18.2
2020-01-02,229,0,2.6,19.2
2020-01-03,,,3.4,18.9
2020-01-04,179,0,0.1,18
2020-01-05,194,0,0.5,16.4
2020-01-06,233,0,0,15
2020-01-07,235,0,0,15.1
2020-01-08,235,0,0,15.8
2020-01-09,236,0,0.4,18
2020-01-10,215,0,0.4,17.4
2020-01-11,232,0,0,16.3
2020-01-12,,,0,15.9
2020-01-13,228,0,0,16.6
2020-01-14,238,0,0,17.4
2020-01-15,242,0,0,18.4
2020-01-16,236,0,0,20
2020-01-17,230,0,0,20.4
2020-01-18,240,0,0.3,21
2020-01-19,244,0,3.4,19.8
2020-01-20,241,0,0,15.9
2020-01-21,237,0,0,15
2020-01-22,238,0,0,15
2020-01-23,233,0,0,14.8
2020-01-24,232,0,0,15.5
2020-01-25,221,0,0,15
2020-01-26,250,0,0,15.3
2020-01-27,227,0,0,16.2
2020-01-28,234,0,0.1,17.5
2020-01-29,225,0,0.1,18.1
2020-01-30,226,0,9.8,19.4
2020-01-31,222,0,0.6,17.9
2020-02-01,220,0,0,17
2020-02-02,220,0,0,14.6
2020-02-03,229,0,0,14.6
2020-02-04,227,0,0,15.4
2020-02-05,222,0,0,16.2
2020-02-06,220,0,0,16.8
2020-02-07,211,0,0,16.5
2020-02-08,222,0,0,17.2
2020-02-09,232,0,0.7,17.9
2020-02-10,223,0,0,16.7
2020-02-11,217,0,0,17
2020-02-12,229,0,0,17.6
2020-02-13,229,0,0,18
2020-02-14,227,0,0,19.2
2020-02-15,226,0,0.3,21.3
2020-02-16,216,0,0,22.2
2020-02-17,229,0,0.2,22.5
2020-02-18,221,0,0,22.1
2020-02-19,241,0,0,21.8
2020-02-20,224,0,0,22.2
2020-02-21,216,0,0,22.7
2020-02-22,234,0,0.2,22.1
2020-02-23,234,0,0.1,23
2020-02-24,239,0,2.9,22.9
2020-02-25,239,0,24.6,21.3
2020-02-26,230,0,16.9,19.9
2020-02-27,229,0,0,19.7
2020-02-28,220,0,0,20.3
2020-02-29,234,0,0,21.7
2020-03-01,223,0,0,22.9
2020-03-02,241,0,0.1,23.5
2020-03-03,223,0,0.9,23.7
2020-03-04,217,0,4.8,22.7
2020-03-05,85,0,1.1,23.3
2020-03-06,219,0,4.7,23.7
2020-03-07,236,0,9.9,22.7
2020-03-08,255,0,2,23.4
2020-03-09,239,0,0,22.1
2020-03-10,234,0,0,22.6
2020-03-11,270,0,0,23.3
2020-03-12,263,0,0,26.1
2020-03-13,265,0,0,26.8
2020-03-14,233,0,3,23.8
2020-03-15,604,0,0,23.2
2020-03-16,643,0,0,24.2
2020-03-17,650,0,0,23.6
2020-03-18,652,0,0,23.8
2020-03-19,678,0,0,25.4
2020-03-20,645,0,0,25.4
2020-03-21,686,0,0.5,25.1
2020-03-22,637,0,3.7,23.7
2020-03-23,650,0,0.5,24.8
2020-03-24,686,0,0,25.8
2020-03-25,686,0,0,27.2
2020-03-26,683,0,0,28.8
2020-03-27,681,0,0,30.5
2020-03-28,697,0,0,29.8
2020-03-29,,,0,27.2
2020-03-30,725,0,0,26
2020-03-31,714,0,0,25.8
2020-04-01,751,0,0,27.8
2020-04-02,723,0,0.3,28.1
2020-04-03,704,0,0,28
2020-04-04,716,0,0,25.5
2020-04-05,743,0,0,26.2
2020-04-06,742,0,0,27.1
2020-04-07,746,0,0,27.9
2020-04-08,759,0,0,28.6
2020-04-09,623,0,0.9,28.9
2020-04-10,685,0,0,29.2
2020-04-11,758,0,8.2,28.4
2020-04-12,725,0,0,29.3
2020-04-13,746,0,0,30.3
2020-04-14,758,0,1.1,31.9
2020-04-15,429,0,1.3,31.2
2020-04-16,638,0,7.4,29.5
2020-04-17,572,0,5.6,26.1
2020-04-18,608,0,5.3,27.8
2020-04-19,636,0,18.4,27.1
2020-04-20,639,0,24.6,27.8
2020-04-21,428,0,13.8,26.9
2020-04-22,581,0,8.2,26.1
2020-04-23,559,0,3.4,27.1
2020-04-24,587,0,25.2,25.1
2020-04-25,532,0,1,24.7
2020-04-26,530,0,3.4,26.9
2020-04-27,634,0,0.9,29.4
2020-04-28,541,0,8.7,27.5
2020-04-29,553,0,2.7,28.6
2020-04-30,614,0,0.9,29.6
2020-05-01,365,0,3.3,30.2
2020-05-02,528,0,2.2,30
2020-05-03,651,0,0.1,31.1
2020-05-04,671,0,1.8,31.8
2020-05-05,671,0,16.7,31.2
2020-05-06,596,0,7.2,30.1
2020-05-07,209,0,3,30.8
2020-05-08,613,0,1.8,29.6
2020-05-09,664,0,0.9,30.5
2020-05-10,756,0,2.2,32.2
2020-05-11,693,0,8,33.3
2020-05-12,752,0,1.9,33
2020-05-13,504,0,8.7,32.6
2020-05-14,646,0,17.2,28.7
2020-05-15,663,0,3.8,30.5
2020-05-16,652,0,4.6,31.2
2020-05-17,718,0,0.2,30.9
2020-05-18,781,0,2.8,33.5
2020-05-19,757,0,1.2,34.2
2020-05-20,436,0,17.5,29.3
2020-05-21,192,0,104.2,22.9
2020-05-22,425,0,16.7,26.6
2020-05-23,683,0,8.4,31.6
2020-05-24,628,0,24.4,30.3
2020-05-25,509,0,24.1,32.5
2020-05-26,434,0,53.9,28.5
2020-05-27,495,0,89.5,24.4
2020-05-28,560,0,11.1,27.9
2020-05-29,661,0,5.4,29.9
2020-05-30,661,0,7.1,30.6
2020-05-31,703,0,6.5,30.6
2020-06-01,512,0,25.9,31.6
2020-06-02,707,0,11.8,32.5
2020-06-03,664,0,22.2,33.7
2020-06-04,616,0,20.5,32.5
2020-06-05,525,0,41.1,32.3
2020-06-06,691,0,25.5,32
2020-06-07,755,0,1.3,33.9
2020-06-08,778,0,5,34.7
2020-06-09,784,0,2.7,35.9
2020-06-10,772,0,1.1,36.4
2020-06-11,766,0,8.7,35.1
2020-06-12,686,0,22.8,31.8
2020-06-13,696,0,14.8,32.3
2020-06-14,628,0,21.9,33
2020-06-15,738,0,2.6,34.4
2020-06-16,736,0,13.7,33.5
2020-06-17,721,0,17.8,32.4
2020-06-18,715,0,8.7,31.4
2020-06-19,732,0,16,32
2020-06-20,751,0,12.4,34.5
2020-06-21,738,0,13.5,32.9
2020-06-22,751,0,19,32.9
2020-06-23,758,0,7.2,34
2020-06-24,781,0,19.4,34.9
2020-06-25,597,0,75.5,32.9
2020-06-26,700,0,65.7,31.7
2020-06-27,703,0,19.4,32.7
